source_url;anchor;target_url;page_ascore;nofollow;first_seen;last_seen
https://ya.ru/neurum/t/Foster;www.nfa.co.uk;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;18;false;1789409053;1789409053
https://www.liverpoolecho.co.uk/news/liverpool-news/woman-swapped-job-pub-become-20393057;find here;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north-west/;17;true;1779124807;1788486869
https://www.walesonline.co.uk/news/wales-news/24-jobs-you-can-work-28584689;here;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;17;true;1780935838;1780935838
https://kindercareni.co.uk/;Modern Slavery Statement;https://www.nationalfosteringgroup.co.uk/about/slavery-statement/;16;false;1784120215;1789571901
https://lookwhatmomfound.com/favorite-25-blogs;nfa.co.uk;https://www.nationalfosteringgroup.co.uk/;16;false;1771867930;1777156032
https://www.internetmatters.org/inclusive-digital-safety/advice-for-parents-and-carers/supporting-children-in-care/connecting-and-sharing-online/;VISIT SITE;https://www.nationalfosteringgroup.co.uk/;16;false;1775195369;1788299816
https://www.internetmatters.org/ru/inclusive-digital-safety/advice-for-parents-and-carers/supporting-children-in-care/connecting-and-sharing-online/;ПОСЕТИТЕ САЙТ;https://www.nationalfosteringgroup.co.uk/;16;false;1780185570;1785867525
https://www.liverpoolecho.co.uk/news/liverpool-news/theyre-hardest-goodbyes-mum-who-30973391;National Fostering Group;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/;16;true;1778213097;1789758297
https://www.liverpoolecho.co.uk/whats-on/family-kids-news/one-boy-arrived-pyjamas-nothing-19813891;Fostering Solutions;https://www.nationalfosteringgroup.co.uk/fostering-solutions/north-west/;16;true;1789616650;1789616650
https://www.liverpoolecho.co.uk/whats-on/family-kids-news/one-boy-arrived-pyjamas-nothing-19813891;National Fostering Group;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/;16;true;1779811560;1789616650
https://www.nfa.co.uk/alpha-plus-fostering/office/oldham/;;https://www.nationalfosteringgroup.co.uk/alpha-plus-fostering/;16;false;1782151912;1782151912
https://www.nfa.co.uk/news-and-blog/5-ways-to-help-children-who-are-scared-of-halloween-and-bonfire-night/;;https://www.nationalfosteringgroup.co.uk/news-and-blog/5-ways-to-help-children-who-are-scared-of-halloween-and-bonfire-night/;16;false;1771835304;1787347713
https://www.thesocialworkacademy.co.uk/;;https://www.nationalfosteringgroup.co.uk/social-work-academy/;16;false;1781700077;1789555108
https://pitchbook.com/profiles/company/40371-76;www.nationalfosteringgroup.co.uk;http://www.nationalfosteringgroup.co.uk/;15;true;1774181868;1785044647
https://www.dovepress.com/the-socioeconomic-impact-of-long-acting-injectable-buprenorphine-peer-reviewed-fulltext-article-CEOR;https://www.nfa.co.uk/thinking-about-fostering/support-and-benefits-for-foster-carers/financial-support/;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;15;false;1779553439;1788670680
https://www.internetmatters.org/cy/inclusive-digital-safety/advice-for-parents-and-carers/supporting-children-in-care/connecting-and-sharing-online/;YMWELIAD Â SAFLE;https://www.nationalfosteringgroup.co.uk/;15;false;1776527314;1789185258
https://www.internetmatters.org/es/inclusive-digital-safety/advice-for-parents-and-carers/supporting-children-in-care/connecting-and-sharing-online/;VISITAR SITIO;https://www.nationalfosteringgroup.co.uk/;15;false;1781482726;1787996330
https://www.internetmatters.org/hi/inclusive-digital-safety/advice-for-parents-and-carers/supporting-children-in-care/connecting-and-sharing-online/;यात्रा साइट;https://www.nationalfosteringgroup.co.uk/;15;false;1780280541;1788839761
https://www.nfa.co.uk/about-national-fostering-group/privacy-notice-2/;;https://www.nationalfosteringgroup.co.uk/about/privacy-notice/;15;false;1771912091;1778475214
https://www.nfa.co.uk/story/story_category/3-common-fostering-challenges-and-how-to-overcome-them/;;https://www.nationalfosteringgroup.co.uk/news-and-blog/;15;false;1777448013;1782490120
https://www.nfa.co.uk/thinking-about-fostering/what-is-fostering/;;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;15;false;1778475397;1781835213
https://voicesoffostering.buzzsprout.com/;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774576607;1789575475
https://voicesoffostering.buzzsprout.com/2087679/about;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774785241;1777598581
https://voicesoffostering.buzzsprout.com/2087679/episodes;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774763158;1778426720
https://voicesoffostering.buzzsprout.com/2087679/episodes/15316250-matt-my-dad-grew-up-in-care-in-the-50s-and-now-i-foster;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775556560;1778250322
https://voicesoffostering.buzzsprout.com/2087679/episodes/15316279-our-special-episode-with-ellie-simmonds;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775533363;1778371659
https://voicesoffostering.buzzsprout.com/2087679/episodes/15316285-zak-we-provide-the-best-training-for-our-foster-carers;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775899347;1778400478
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434105-phil-it-is-so-important-to-improve-their-self-esteem;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774670663;1778790018
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434105-phil-it-is-so-important-to-improve-their-self-esteem;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774670663;1775539773
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434107-nigel-as-a-blind-foster-carer-i-am-fully-supported;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774903048;1777605925
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434107-nigel-as-a-blind-foster-carer-i-am-fully-supported;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774903048;1778502541
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434108-becoming-a-foster-carer-insights-and-faqs-with-nic;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774576633;1775442359
https://voicesoffostering.buzzsprout.com/2087679/episodes/15434108-becoming-a-foster-carer-insights-and-faqs-with-nic;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774576633;1778489802
https://voicesoffostering.buzzsprout.com/2087679/episodes/15577155-may-the-importance-of-mindfulness;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774788277;1778112754
https://voicesoffostering.buzzsprout.com/2087679/episodes/15577155-may-the-importance-of-mindfulness;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774788277;1778112754
https://voicesoffostering.buzzsprout.com/2087679/episodes/15577173-jayne-and-ken-we-have-fostered-for-19-years;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774941291;1777815890
https://voicesoffostering.buzzsprout.com/2087679/episodes/15577173-jayne-and-ken-we-have-fostered-for-19-years;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774941291;1778706406
https://voicesoffostering.buzzsprout.com/2087679/episodes/15733142-amalia-we-specialise-in-parent-and-child-foster-care;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775637887;1778291391
https://voicesoffostering.buzzsprout.com/2087679/episodes/15733145-rachel-and-david-balancing-careers-and-fostering;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774680683;1775552582
https://voicesoffostering.buzzsprout.com/2087679/episodes/15733145-rachel-and-david-balancing-careers-and-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774680683;1778257730
https://voicesoffostering.buzzsprout.com/2087679/episodes/15983102-stefanie-the-importance-of-self-care-for-foster-carers;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775600347;1778404346
https://voicesoffostering.buzzsprout.com/2087679/episodes/15983120-ruth-i-foster-teenage-asylum-seekers;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775342367;1777986861
https://voicesoffostering.buzzsprout.com/2087679/episodes/15983121-our-special-episode-with-joan-collins;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775619187;1778263008
https://voicesoffostering.buzzsprout.com/2087679/episodes/15983123-hilary-we-have-fostered-for-a-decade;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775658704;1778395291
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141759-lisa-i-grew-up-in-a-fostering-family-now-i-work-in-fostering;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774621523;1775502877
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141759-lisa-i-grew-up-in-a-fostering-family-now-i-work-in-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774621523;1778487673
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141762-theresa-my-daughter-encouraged-me-to-foster;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774931781;1777371859
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141762-theresa-my-daughter-encouraged-me-to-foster;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774931781;1778254376
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141765-rachel-fostering-in-the-armed-forces;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774591398;1775488073
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141765-rachel-fostering-in-the-armed-forces;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774591398;1778502594
https://voicesoffostering.buzzsprout.com/2087679/episodes/16141768-sarah-the-journey-and-role-of-a-carer-recruitment-officer;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775714898;1778437949
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344819-corrina-from-teaching-to-fostering;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774917196;1777800756
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344819-corrina-from-teaching-to-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774917196;1778680758
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344819-corrina-from-teaching-to-fostering;here;https://www.nationalfosteringgroup.co.uk/;14;false;1775797070;1789158908
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344822-amy-carrying-on-the-legacy;here;https://www.nationalfosteringgroup.co.uk/;14;false;1775424469;1788991243
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344822-amy-carrying-on-the-legacy;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774535766;1778233790
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344822-amy-carrying-on-the-legacy;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774535766;1775424469
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344824-hannah-understanding-educational-support-in-fostering;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774856659;1775461617
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344824-hannah-understanding-educational-support-in-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774856659;1778223958
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344824-hannah-understanding-educational-support-in-fostering;here;https://www.nationalfosteringgroup.co.uk/;14;false;1775461617;1788713141
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344829-nazia-from-social-work-to-fostering;here;https://www.nationalfosteringgroup.co.uk/;14;false;1775547051;1788983040
https://voicesoffostering.buzzsprout.com/2087679/episodes/16344829-nazia-from-social-work-to-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775547051;1778279069
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525301-khaira-growing-up-in-a-fostering-family;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775355230;1778213996
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525302-travis-moving-from-the-corporate-world-to-fostering;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774824761;1775425839
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525302-travis-moving-from-the-corporate-world-to-fostering;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774824761;1778003028
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525302-travis-moving-from-the-corporate-world-to-fostering;here;https://www.nationalfosteringgroup.co.uk/;14;false;1775425839;1788665527
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525303-jo-anne-from-a-childhood-dream-to-fostering-reality;here;https://www.nationalfosteringgroup.co.uk/podcast/;14;false;1774925693;1775477237
https://voicesoffostering.buzzsprout.com/2087679/episodes/16525303-jo-anne-from-a-childhood-dream-to-fostering-reality;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1774925693;1778022365
https://voicesoffostering.buzzsprout.com/2087679/episodes/16696276-manda-creating-a-safe-haven;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775784847;1778429329
https://voicesoffostering.buzzsprout.com/2087679/episodes/16696279-darren-fostering-with-pride;Visit our Website page;http://www.nationalfosteringgroup.co.uk/;14;false;1775407250;1778119728
