domain,domain_rating,traffic_domain,positions_source_domain,links_to_target,dofollow_links,is_spam,ip_source,first_seen,last_seen
domainrankprovider.shop,29.0,0,0,5,0,True,104.21.30.86,2026-07-24T02:05:53Z,
domainrankresults.shop,28.0,0,0,6,0,True,104.21.56.179,2026-07-23T22:33:06Z,
domainrankteam.shop,28.0,0,0,4,0,True,104.21.14.100,2026-07-22T23:30:12Z,
domains.com.bz,29.0,0,0,2,2,True,184.168.115.60,2026-08-04T09:51:16Z,
domains.foundation,0.0,0,0,3,0,True,184.168.109.253,2026-01-04T23:29:42Z,
domainsc.com,3.5,0,0,2,2,True,184.168.115.60,2026-03-18T08:38:09Z,
domenicangelino.com,17.0,0,0,1,1,False,35.157.26.135,2026-08-15T15:15:22Z,
dontpayfull.com,74.0,115501,34026,1,0,False,104.20.38.96,2025-12-09T01:52:18Z,
dotcom-directory.com,23.0,0,0,4,4,True,172.67.140.5,2025-12-11T18:54:04Z,
dr-muscu.fr,34.0,94,85,1,1,False,172.67.203.227,2025-07-28T12:32:18Z,
drdanyali.com,39.0,287,402,2,2,False,62.60.206.11,2025-02-23T08:30:20Z,
drdr.ir,61.0,22540,7583,2,0,False,185.143.234.238,2026-02-19T06:43:05Z,
dreamzcannabis.com,7.0,1896,421,1,1,False,68.183.131.246,2024-07-06T15:19:08Z,
drect.net,22.0,0,0,1,1,True,104.21.75.177,2026-04-28T15:14:14Z,
drjack.world,47.0,0,0,164,19,True,45.13.38.15,2023-02-06T07:29:38Z,2024-11-17T06:59:27Z
drjamesd.com,0.6,0,0,1,1,False,34.1.237.38,2026-05-06T18:04:35Z,
drmattgianforte.com,19.0,26,37,1,1,False,23.227.38.74,2026-05-29T05:43:09Z,
dronecorps.org,6.0,0,0,11,11,False,34.96.254.14,2025-11-19T15:09:36Z,
drpaulmccarthy.com,38.0,10742,2472,4,0,False,34.149.87.45,2025-01-25T04:21:31Z,
drprem.com,57.0,1264,467,1,1,False,104.26.13.89,2023-12-11T15:31:21Z,
drsalehian.ir,1.5,6,12,1,1,False,185.116.163.123,2025-03-30T11:14:11Z,
drtobias.com,27.0,1955,204,1,1,False,23.227.38.65,2026-06-04T05:21:42Z,
druggenius.com,44.0,0,0,1,0,False,172.67.219.138,2025-01-23T13:17:53Z,
drugsbanks.com,13.0,0,1,5,3,False,64.31.22.34,2022-01-25T03:57:27Z,
drumbass.news,7.0,0,2,2,2,False,109.234.160.82,2024-02-01T16:29:15Z,
drumcorpsplanet.com,34.0,1277,131,2,0,False,67.225.160.54,2023-11-10T21:23:12Z,
dryeyeandme.co.uk,3.5,186,102,16,16,False,172.67.207.95,2024-03-26T06:27:20Z,
drywearapparel.com,0.9,17,4,219,219,False,35.208.33.149,2025-09-26T07:39:14Z,
dsiblogger.com,48.0,0,0,25,25,True,104.21.13.87,2025-10-25T10:35:02Z,
dtcx.com,0.0,0,0,4,4,False,104.21.2.53,2024-06-13T05:08:17Z,
duckcoupon.co.uk,7.0,3,2,2,2,True,172.67.170.42,2026-05-01T11:44:56Z,
dupurgeniefr.com,0.6,0,0,6,6,True,172.67.179.13,2026-08-14T04:46:48Z,
dynamic-niche-edit-and-contextual-link-systems.store,32.0,0,0,1,0,True,104.21.53.116,2026-07-17T23:20:58Z,
e-directory2u.com,26.0,0,0,4,4,True,172.67.157.54,2025-12-09T20:16:10Z,
e-web-directory.com,26.0,0,0,4,4,True,172.67.198.83,2025-12-10T02:45:07Z,
e.vg,28.0,924,95,1,0,False,104.20.27.147,2025-04-10T23:40:37Z,
e0ciz9.asia,0.1,0,0,1,1,True,104.21.68.211,2026-02-27T01:18:12Z,
eapsa.org,49.0,0,0,1,0,False,172.67.209.23,2026-07-18T18:07:47Z,
early-retirement.org,34.0,5310,2323,1,0,False,104.26.6.183,2026-04-01T21:27:28Z,
earthturns.com,6.0,564,253,1,1,False,192.200.160.16,2025-10-22T13:10:39Z,
easna.org,44.0,8,14,7,7,False,23.227.38.65,2024-10-26T19:14:05Z,
eastbayexpress.com,75.0,25434,3540,1,1,False,104.21.42.166,2026-05-05T23:54:07Z,
eastphoenixau.com,6.0,0,0,14,0,False,172.67.203.167,2022-12-10T13:44:08Z,
easyfatlosscooking.com,0.0,0,0,2,0,True,34.92.231.126,2026-01-07T02:42:18Z,
eat-drink-sleep.com,34.0,156,73,2,2,False,172.67.191.97,2023-12-22T19:36:24Z,
eatbreadless.com,30.0,63994,5536,8,0,False,151.101.130.159,2026-05-15T01:16:53Z,
eatyourgreensout.com,0.0,0,1,1,1,True,213.109.149.70,2025-05-13T04:24:46Z,
ebiz-directory.com,27.0,0,0,4,4,True,104.21.25.225,2025-12-11T19:03:50Z,
ebylife.com,27.0,3516,976,362,362,False,198.49.23.144,2020-03-21T06:21:41Z,
ecomscout.com,44.0,0,0,22,22,True,104.26.11.26,2026-01-31T00:21:49Z,
ecouponscodes.com,2.6,0,0,139,0,False,,2020-03-27T23:13:16Z,2021-06-19T22:22:50Z
ecovs.cn,6.0,0,0,6,0,False,8.210.53.23,2026-04-22T02:13:25Z,
ectobulk.com,0.0,0,0,7,0,False,213.109.149.171,2026-07-20T09:56:08Z,
ectomorphing.com,0.9,2,6,1,1,False,172.67.207.126,2025-04-05T02:24:47Z,
eculai.pics,2.6,0,0,1469,0,False,188.114.97.2,2023-06-16T20:21:38Z,2023-12-19T12:07:40Z
editorial-link-outreach-pro-and-high-da-systems.store,32.0,0,0,1,0,True,172.67.164.247,2026-08-08T14:04:51Z,
educationalimpactblog.com,45.0,0,0,3,3,True,172.67.134.225,2025-10-31T17:57:37Z,
educba.com,75.0,116734,32559,1,1,False,172.66.156.30,2024-08-07T08:31:21Z,
eedblog.com,47.0,0,0,16,16,True,172.67.200.243,2026-05-19T16:45:12Z,
egyptiandirectory.com,7.0,0,0,1,1,False,184.168.116.137,2026-02-03T18:44:29Z,
ekenkoshop.shop,33.0,0,0,1,0,True,172.67.148.112,2026-04-24T00:24:15Z,
eliotzigmundjazz.com,17.0,0,0,1,0,True,107.180.51.41,2026-05-23T02:15:46Z,
elite-authority-marketplace-seoexpress.store,32.0,0,0,1,0,True,172.67.188.148,2026-05-19T22:15:27Z,
elite-domain-seoexpress-consultants.store,32.0,0,0,1,0,True,172.67.165.82,2026-06-01T07:57:04Z,
elite-editorial-outrank-hq.store,32.0,0,0,1,0,True,172.67.168.176,2026-06-26T04:35:40Z,
elite-high-da-center-seoexpress.store,32.0,0,0,1,0,True,172.67.133.218,2026-05-19T22:21:45Z,
elite-outreach-seoexpress-pros.store,32.0,0,0,1,0,True,104.21.83.100,2026-05-20T20:20:13Z,
elite-seoexpress-link-building-team.store,32.0,0,0,1,0,True,104.21.69.85,2026-05-30T13:55:16Z,
eliterankdirectory.com,2.0,0,0,2,2,True,167.86.101.193,2026-01-02T13:46:50Z,
elitevideoexpressions.com,0.0,0,0,2,2,False,185.77.97.234,2025-07-25T04:56:57Z,
eluxemagazine.com,62.0,3,1,1,1,False,104.18.37.69,2025-07-30T18:30:01Z,
emedicodiary.com,68.0,24621,1800,1,1,False,172.67.171.47,2025-10-21T23:02:54Z,
emeralddirectory.com,25.0,0,0,4,4,True,104.21.25.4,2025-12-08T23:43:37Z,
emmareed.net,40.0,7725,795,1,1,False,80.82.121.15,2025-03-14T19:49:34Z,
en-en-prozenith.us,13.0,0,0,1,1,False,104.21.41.201,2025-05-22T23:28:12Z,
en-java-burn.com,0.0,0,0,1,1,False,172.67.208.206,2025-09-30T06:34:13Z,
en-web-directory.com,26.0,0,0,4,4,True,104.21.64.151,2025-12-12T12:19:33Z,
endomondo.com,73.0,37116,4503,2,0,False,172.67.73.216,2025-04-23T14:50:00Z,
enhancingbrain.com,3.2,0,0,136,118,False,104.16.243.55,2025-04-17T20:47:45Z,
enov.one,7.0,108,34,1,1,False,141.193.213.11,2025-10-22T06:39:07Z,
enricoserveri.com,23.0,0,0,4,0,True,104.21.39.248,2025-07-04T20:39:06Z,
enterprisedirectoryhub.com,1.7,0,0,2,2,True,167.86.101.193,2025-10-08T01:35:29Z,
entiredomains.space,0.0,0,0,3,0,False,184.168.115.25,2025-10-23T06:05:00Z,
entrenamientoseguro.com,0.0,0,1,3,3,False,172.67.129.250,2021-07-03T11:46:36Z,
entrepreneur.com,91.0,672841,41278,1,0,False,192.0.66.103,2026-03-22T10:40:41Z,
entrepreneurnut.com,38.0,5,14,1,1,False,194.1.147.51,2022-12-15T06:32:20Z,
entuev.com,2.6,0,0,1,0,True,104.21.54.161,2026-06-14T14:20:45Z,
enutritionreads.com,2.0,0,0,68,68,False,195.179.238.13,2021-09-07T06:12:19Z,
eoherf.best,0.0,0,0,172,0,False,104.21.61.124,2023-06-11T16:35:59Z,2025-05-13T11:36:16Z
epic-link-baron-hub.store,32.0,0,0,1,0,True,172.67.171.192,2026-06-18T14:26:29Z,
epic-syndicate-link-baron-keyword.store,32.0,0,0,3,0,True,172.67.139.114,2026-06-28T15:22:11Z,
epic-webpage-rank-forge-academy.store,32.0,0,0,1,0,True,172.67.134.197,2026-06-20T03:39:31Z,
erakonopi.pl,22.0,84,70,6,0,False,78.46.167.39,2026-02-21T07:30:22Z,
escuse.best,0.0,0,0,794,0,False,188.114.97.2,2023-06-11T00:32:01Z,2023-12-10T05:14:53Z
eseospace.com,60.0,7011,718,1,1,False,63.176.8.218,2026-08-18T03:29:11Z,
eshikshya.org,9.0,5736,7030,1,1,False,103.170.75.6,2026-07-21T05:44:08Z,
eskywook.info,0.1,0,0,2,2,True,104.21.51.243,2026-02-26T21:35:52Z,
etlheaters.com,0.0,0,0,1,1,False,13.66.231.157,2025-03-03T11:08:23Z,
euchol.best,0.0,0,0,92,0,False,104.21.66.18,2023-06-25T20:21:02Z,2023-12-09T00:03:08Z
eurekahealth.com,34.0,212,168,1,1,False,172.67.68.147,2025-11-16T16:57:12Z,
eurekster.com,52.0,0,0,44,44,False,170.9.240.198,2021-10-08T00:20:58Z,
everionhealth.co,0.0,0,0,1,1,False,23.227.38.32,2026-07-03T22:42:49Z,
evertise.net,28.0,70,51,1,1,False,172.67.138.181,2025-09-27T05:18:33Z,
everymoviehasalesson.com,44.0,1250,607,3,3,False,198.185.159.145,2022-11-27T11:56:26Z,
evidencelive.org,45.0,0,0,48,0,False,104.21.34.149,2021-04-19T00:23:52Z,
evolationyoga.com,32.0,480,112,1,1,False,198.49.23.144,2025-10-08T14:45:26Z,
evolutionofbodybuilding.net,39.0,45,31,8,8,False,35.214.7.255,2024-08-31T23:00:50Z,
exactnewz.com,1.1,0,0,9,0,False,172.67.208.227,2025-10-13T23:42:18Z,
example3.com,75.0,4,6,2,0,False,104.26.15.194,2026-05-22T10:18:03Z,
examwise.app,0.3,0,0,1,1,False,172.67.204.203,2026-08-02T05:33:18Z,
exceeddirectory.com,28.0,0,0,4,4,True,104.21.83.247,2025-12-08T05:48:20Z,
exclusive-backlink-seoexpress-firm.store,32.0,0,0,1,0,True,104.21.3.8,2026-05-21T13:01:52Z,
exclusive-keyword-team-seoexpress.store,32.0,0,0,1,0,True,172.67.182.204,2026-05-22T07:38:05Z,
exclusive-link-baron-search-syndicate.store,32.0,0,0,1,0,True,172.67.158.14,2026-06-23T01:32:03Z,
exclusive-traffic-experts-seoexpress.store,32.0,0,0,1,0,True,104.21.79.55,2026-05-19T00:02:56Z,
exclusive-webpage-center-seoexpress.store,32.0,0,0,1,0,True,172.67.210.232,2026-05-21T00:01:08Z,
exercisewithstyle.com,36.0,0,0,2,0,False,172.67.172.253,2022-11-19T03:29:44Z,
exoscr.best,2.6,0,0,307,0,False,172.67.134.211,2023-07-04T07:17:37Z,2023-12-06T20:33:39Z
expert-organic-seoexpress.store,32.0,0,0,1,0,True,172.67.203.180,2026-05-20T20:37:07Z,
expert-partners-for-niche-edit-and-authority-link.store,32.0,0,0,1,0,True,104.21.76.212,2026-07-11T11:19:02Z,
expert-search-seoexpress-team.store,32.0,0,0,1,0,True,104.21.95.210,2026-05-22T16:45:25Z,
expert-seoexpress-authority-directory.store,32.0,0,0,1,0,True,172.67.222.65,2026-05-19T13:43:27Z,
fab-directory.com,26.0,0,0,4,4,True,172.67.183.247,2025-12-15T02:58:06Z,
factmags.com,74.0,0,0,4,0,True,203.161.54.114,2026-05-08T02:52:56Z,
factually.co,60.0,1,3,48,48,False,104.26.0.138,2026-01-04T16:17:49Z,
fadedspring.co.uk,31.0,201,99,2,2,False,35.197.227.113,2023-11-29T19:04:37Z,
familydaysout.com,53.0,385,443,1,1,False,172.67.68.106,2025-11-17T20:56:01Z,
famous-directory.com,27.0,0,0,4,4,True,172.67.189.147,2025-12-12T16:12:16Z,
fare-blog.com,42.0,0,0,6,6,True,104.21.24.161,2026-07-10T15:19:51Z,
farmaciacanfora.com,27.0,0,0,5,0,False,104.21.51.233,2024-10-03T15:25:18Z,
farmana.co,7.0,10,7,1,1,False,23.227.38.70,2026-01-28T03:04:26Z,
farrinstitute.org,51.0,0,0,8,7,False,172.67.175.204,2023-05-25T17:57:23Z,
fashionclothingnews.com,0.0,0,0,3,3,True,172.67.156.33,2026-08-23T22:30:11Z,
fastlifesite.com,9.0,0,0,4,4,True,104.21.43.84,2026-08-24T18:13:05Z,
fastrankingdirectory.com,47.0,0,0,2,2,True,213.199.63.182,2026-05-08T21:31:23Z,
fatehsahodaya.org,13.0,0,0,3,0,False,192.0.78.248,2026-03-20T06:01:13Z,
fatlotofgood.com.au,25.0,0,0,70,70,False,198.23.213.226,2024-08-07T20:03:37Z,
fattycrab.com,33.0,0,0,1,1,False,104.21.82.59,2025-04-20T00:42:45Z,
favicool.com,6.0,0,0,2,2,True,216.150.1.1,2026-05-16T10:51:50Z,
fc54yj.asia,0.1,0,0,1,1,True,104.21.30.110,2026-02-25T15:12:45Z,
feedsportal.com,69.0,0,0,1,1,False,34.174.96.8,2020-04-11T02:52:53Z,
feeldirectory.com,27.0,0,0,4,4,True,104.21.3.25,2025-11-26T02:52:36Z,
feelfree.in,8.0,0,0,3,0,False,184.168.110.97,2022-12-18T07:24:39Z,
felens.com,1.9,0,0,89,89,False,,2019-05-16T14:24:48Z,2020-12-29T09:03:09Z
fermentingforfoodies.com,41.0,39893,3275,2,0,False,172.67.171.29,2022-04-22T05:43:54Z,
fhyzics.net,30.0,482,200,1,1,False,199.60.103.2,2020-05-10T02:33:11Z,
find-products-now.com,0.4,0,0,93,80,False,104.21.3.122,2021-10-05T18:40:23Z,2022-05-16T21:40:06Z
find-your-support.com,0.9,0,0,2,0,False,172.67.214.139,2026-05-21T23:40:04Z,
findhere.in,0.0,0,0,3,0,True,184.168.115.25,2026-03-26T12:16:27Z,
findit.co.in,6.0,11,3,6,0,False,92.249.46.138,2026-05-18T12:11:08Z,
findsupportinfo.com,0.9,0,0,2,0,False,172.67.143.36,2026-05-18T10:23:51Z,
fingerlakes1.com,74.0,24670,874,1,1,False,104.26.9.146,2025-02-28T03:25:02Z,
finnandemma.com,50.0,6562,1438,1,1,False,23.227.38.74,2026-08-20T09:21:13Z,
finnandemma.mom,0.0,0,0,1,1,False,104.21.53.207,2026-07-11T08:49:14Z,
fireblogz.com,52.0,0,0,8,8,False,172.67.182.24,2026-07-03T03:07:49Z,
first-class-seoexpress-keyword-exchange.store,32.0,0,0,1,0,True,172.67.138.51,2026-05-22T01:29:11Z,
firstpost.com,83.0,2454547,63535,3,3,False,23.214.210.78,2025-10-10T11:08:50Z,
fitclubnc.com,1.2,119,51,1,1,False,195.250.26.216,2025-07-24T10:44:32Z,
fitgirlsdiary.com,28.0,28,6,25,25,False,104.21.29.11,2025-01-18T13:23:04Z,
fitmusclee.com,0.1,0,0,5,5,False,172.67.128.111,2024-09-25T04:30:53Z,
fitnesnow.org,0.0,0,0,4,4,True,45.136.49.121,2023-10-22T11:19:53Z,
fitnessclone.com,34.0,88,138,427,427,False,104.16.150.108,2020-06-17T05:55:51Z,
fitnessclone.org,0.0,15,18,443,443,False,82.29.191.177,2026-08-11T15:16:16Z,
fitnessdealnews.com,9.0,259,120,3,3,False,104.16.151.108,2026-07-21T03:49:30Z,
fitnessdonkey.com,26.0,0,0,1,1,False,34.149.36.179,2024-12-25T15:05:13Z,
fitnessreport.ca,11.0,22,20,1,1,False,35.196.238.224,2022-07-12T08:36:55Z,
fitnessvolt.com,66.0,98365,23726,3,0,False,104.26.9.73,2020-10-16T07:41:54Z,
fitnstyle.com,9.0,0,0,1,1,True,172.67.132.163,2025-05-20T21:50:05Z,
fitorbit.com,45.0,0,0,1,1,False,173.236.225.26,2023-08-25T12:55:47Z,
fitsmartyou.com,14.0,0,0,14,14,False,195.200.9.195,2020-03-28T18:51:52Z,
fitwarriors.com,9.0,0,0,12,0,False,65.254.227.224,2023-09-29T08:02:14Z,
five.co.in,0.3,0,0,1,1,True,92.249.46.138,2026-07-24T08:07:46Z,
fixyournutrition.com,2.6,0,0,3,1,False,198.252.104.151,2024-09-06T07:37:01Z,
flagship-hub-for-link-velocity-and-page-rank.store,32.0,0,0,1,0,True,104.21.37.4,2026-07-23T00:11:53Z,
flagship-niche-edit-and-link-building-services.store,32.0,0,0,1,0,True,104.21.39.47,2026-07-28T00:04:51Z,
fluther.com,55.0,5269,3921,1,0,False,104.26.14.169,2024-11-27T05:19:27Z,
fmtc.co,43.0,2509,131,1,1,True,104.21.74.130,2023-03-29T13:28:04Z,
foober.com.au,29.0,1575,149,2,2,False,104.26.0.87,2025-01-15T11:49:19Z,
food4me.org,40.0,0,0,2,2,True,157.245.84.156,2024-09-23T16:25:58Z,
foodandfitnessalways.com,23.0,30,18,9,9,False,160.153.0.131,2023-08-05T05:28:46Z,
foodgrown.co.za,0.5,131,29,1,1,False,23.227.38.74,2026-07-10T16:46:04Z,
foodhappywithtaylor.com,1.8,11,4,1,1,False,198.49.23.144,2024-07-25T13:00:19Z,
foodnessgracious.com,52.0,1692,549,1,1,False,198.202.211.1,2024-06-08T15:14:47Z,
foodnourish.net,28.0,9,13,2,2,False,185.77.97.126,2024-11-25T06:55:40Z,
foodsense.is,53.0,3,3,1,1,False,172.67.157.134,2023-11-16T12:15:28Z,
forbes.com,94.0,14977364,1321767,3,0,False,140.248.133.55,2026-02-13T02:06:02Z,
forbiddenbroadway.com,26.0,36,71,2,0,False,104.21.21.150,2024-10-29T10:33:48Z,
foreignbusiness.in,0.0,0,0,3,0,False,184.168.109.253,2026-05-29T14:04:24Z,
forgeandsmith.com,70.0,2428,278,1,1,False,23.185.0.4,2025-10-28T17:18:17Z,
forocoches.com,63.0,498668,62029,1,0,False,104.20.38.64,2026-07-26T22:52:36Z,
fortune.com,91.0,796892,86746,2,0,False,18.245.218.120,2025-11-08T15:29:47Z,
forum-directory.com,31.0,0,0,2,2,True,104.21.72.185,2026-01-02T06:15:37Z,
freaknaturals.com,0.3,0,0,3,3,True,172.67.164.209,2026-03-25T14:35:43Z,
free-blogz.com,50.0,0,0,2,2,True,104.21.16.202,2026-08-08T13:01:21Z,
freedirectory4u.com,26.0,0,0,4,4,True,104.21.2.45,2025-12-04T18:58:20Z,
freedirectorynow.com,26.0,0,0,4,4,True,104.21.70.86,2025-12-10T19:59:15Z,
freehealthier.com,0.0,0,0,1,1,False,137.184.17.220,2026-03-28T00:24:07Z,
freejingdi.com,0.7,11,3,1,1,False,27.254.145.134,2026-02-11T20:11:32Z,
freestufftimes.com,26.0,709,254,2,2,False,67.225.208.185,2025-10-21T04:47:48Z,
freeurldirectory.com,24.0,0,0,2,2,True,172.67.136.68,2025-12-11T06:04:39Z,
freshpresents.com,0.0,0,0,3,0,False,184.168.109.253,2026-05-07T04:03:37Z,
freshroots.fitness,0.0,0,0,2,0,True,82.29.81.28,2026-04-27T03:47:04Z,
friendlybacklinksbuy.com,8.0,0,0,1,0,True,203.161.54.114,2026-08-25T00:44:15Z,
friendlyturtle.com,39.0,1492,381,1,1,False,23.227.38.36,2025-09-24T05:41:58Z,
fruerl.pics,0.0,0,0,417,0,False,188.114.96.2,2023-06-24T05:01:59Z,2023-12-19T07:38:41Z
fruitandgarden.com,2.4,0,0,3,0,False,172.67.221.195,2026-03-22T05:27:14Z,
fruitsaladdaily.com,1.2,0,0,3,3,False,104.21.14.145,2025-03-15T12:47:56Z,
full-design.com,55.0,228,1,13,13,False,172.67.162.214,2026-05-21T12:04:15Z,
fumami.in,0.0,27,16,2,2,False,23.227.38.32,2026-06-25T12:12:45Z,
funandfitness.net,0.2,0,0,2,0,True,34.174.215.150,2023-08-27T13:15:48Z,
funnelytics.io,68.0,8756,159,1,1,False,185.158.133.1,2026-08-23T04:31:02Z,
fureit.pics,2.6,0,0,356,0,False,104.21.4.30,2023-06-10T07:20:49Z,2023-12-24T21:28:35Z
fusioncreations.co.uk,7.0,0,0,33,0,True,92.204.68.14,2026-05-09T01:20:12Z,
fussabouthealth.com,0.1,7,8,2,2,False,66.29.141.138,2024-05-25T10:17:52Z,
futurefit.co.uk,62.0,52941,4865,1,1,False,62.100.204.64,2024-03-21T19:02:07Z,
gadgetsfeed.com,5.0,3,6,1,1,False,104.19.154.92,2026-07-09T21:04:50Z,
gainingtactics.com,25.0,0,0,101,5,False,35.209.65.194,2020-08-02T04:15:40Z,2023-07-09T08:37:51Z
gamerkun.com,10.0,0,0,1,1,True,118.139.181.85,2026-08-08T10:00:10Z,
gamersthatlift.com,1.3,0,0,94,94,False,,2019-06-09T16:19:37Z,2020-09-23T17:59:10Z
gamingcypher.com,36.0,19,48,7,7,False,104.21.24.163,2023-06-24T00:02:35Z,
gatsport.com,37.0,5091,476,2,2,False,23.227.38.65,2026-05-26T11:45:19Z,
gaugemagazine.com,45.0,7139,3785,1,1,False,104.21.62.89,2024-05-21T18:00:59Z,
gauloisesracing.com,38.0,0,1,2,2,True,172.67.206.232,2025-10-28T18:39:33Z,
gaulot.best,2.7,0,0,669,0,False,104.21.43.142,2023-07-11T22:15:41Z,2025-06-02T03:43:18Z
gearuptofit.com,21.0,0,0,2,2,False,172.67.223.154,2023-06-20T00:52:08Z,
geekmamas.com,51.0,6444,1361,1,1,False,192.0.78.223,2025-11-16T11:18:44Z,
gen-directory.com,26.0,0,0,4,4,False,104.21.27.224,2025-12-08T11:34:34Z,
general-health-spectrum.com,0.0,0,0,1,1,False,209.124.66.7,2025-11-30T01:33:33Z,
generalknowledge.net.in,0.0,0,0,3,0,False,184.168.115.60,2025-11-16T07:10:03Z,
generationiron.com,60.0,61893,12695,115,68,False,172.67.74.248,2020-05-22T17:11:46Z,
gentwenty.com,49.0,1805,808,1,1,False,104.21.25.130,2026-02-22T08:18:58Z,
geoconsultor.cl,7.0,0,0,4,0,True,131.72.236.93,2025-12-25T22:21:48Z,
geriatricacademy.com,13.0,0,0,157,157,False,104.21.64.21,2022-03-05T02:51:06Z,2026-05-23T12:14:19Z
get-blogging.com,46.0,0,0,14,14,True,172.67.128.247,2026-06-05T09:25:34Z,
get-coupon-codes.info,6.0,0,0,134,6,False,172.67.207.218,2019-12-26T07:57:06Z,2022-02-15T16:16:23Z
get.ind.in,0.0,0,0,3,0,False,184.168.115.25,2026-03-06T03:31:32Z,
getbrainboost.xyz,0.0,0,0,3,3,False,109.106.250.177,2025-06-25T20:17:13Z,
getcouponforall.com,0.1,0,0,105,0,False,188.114.97.3,2021-09-21T19:50:18Z,2022-06-21T16:59:06Z
getcouponsworld.com,9.0,0,0,155,0,True,104.21.54.23,2021-06-11T01:43:20Z,2023-03-24T16:29:26Z
getholistichealth.com,35.0,0,0,2,2,False,172.67.206.28,2026-08-19T01:10:18Z,
getmedirectory.com,25.0,0,0,4,4,True,104.21.34.199,2025-12-12T07:41:58Z,
getonline.co.in,0.2,0,0,1,1,True,118.139.181.85,2026-05-14T22:37:31Z,
getpodcast.com,60.0,6451,883,132,132,False,104.26.4.164,2026-02-08T04:54:25Z,
gettravelvoucher.com,5.0,0,0,117,0,False,104.21.11.137,2020-09-14T11:46:35Z,2022-12-05T09:15:04Z
gettrendydeals.net,0.4,0,0,2,0,False,82.29.157.190,2026-06-11T16:27:22Z,
gettydirectory.com,27.0,0,0,4,4,True,172.67.211.165,2025-12-03T17:48:38Z,
getvouchersforfree.com,1.6,0,0,165,151,False,172.67.146.113,2021-08-17T19:52:26Z,2022-08-08T15:30:13Z
getwebsiteworth.com,17.0,0,0,7,7,True,118.139.178.110,2025-12-20T22:55:08Z,
getyuve.com,30.0,77,42,1,1,False,23.227.38.74,2026-04-13T18:48:58Z,
ggenereux.blog,19.0,14,11,1,0,False,192.0.78.221,2023-11-01T19:01:31Z,
ghost.io,85.0,32834,4558,5,5,False,140.248.135.7,2025-08-06T10:00:17Z,
ghpnews.digital,72.0,790,313,1,1,False,104.21.81.237,2024-09-27T19:18:03Z,
girlcooksworld.com,48.0,1370,496,2,2,False,185.77.97.128,2025-11-03T14:00:39Z,
github.io,94.0,9608479,464278,8,8,False,185.199.110.153,2026-03-30T08:31:35Z,
glam-vegan.com,9.0,45,12,2,2,False,34.160.17.71,2022-04-08T19:48:01Z,
glam.com,72.0,46541,10579,2,2,False,13.224.95.60,2023-01-15T05:55:45Z,
glarity.app,55.0,3967,2036,11,0,False,104.21.32.145,2024-06-14T21:25:04Z,
gldnroot.com,11.0,124,33,1,1,False,23.227.38.32,2025-05-13T19:25:21Z,
global-authority-seoexpress-group.store,32.0,0,0,1,0,True,172.67.209.83,2026-05-31T17:55:04Z,
global-backlink-pro-and-click-through-systems.store,32.0,0,0,1,0,True,104.21.70.63,2026-07-09T04:46:38Z,
global-digital-seoexpress-portal.store,32.0,0,0,1,0,True,172.67.165.33,2026-05-22T03:59:19Z,
global-guest-post-seoexpress-group.store,32.0,0,0,1,0,True,104.21.30.235,2026-05-19T15:24:40Z,
global-keyword-seoexpress.store,32.0,0,0,1,0,True,104.21.33.194,2026-05-30T22:18:16Z,
globalecommerce.org,6.0,0,0,1,1,True,118.139.177.45,2026-05-11T00:54:25Z,
globalfitness24x7.com,9.0,0,0,2,2,True,74.208.236.90,2026-03-28T11:26:15Z,
globalgurus.org,61.0,1814,577,1,1,False,89.116.109.247,2026-03-09T12:05:05Z,
globalprosecurite.com,0.0,0,0,3,3,False,34.92.174.3,2025-07-10T18:04:16Z,
globalrankdirectory.com,16.0,0,0,2,2,True,213.199.63.182,2025-12-12T22:07:44Z,
globotreks.com,45.0,2065,472,2,0,False,104.18.37.69,2020-08-15T23:29:55Z,
glowingdirectory.com,30.0,0,0,4,4,True,104.21.79.241,2025-12-05T03:59:15Z,
goabroadblog.com,43.0,0,0,2,2,True,104.21.80.8,2026-07-14T15:45:14Z,
goalfive.com,59.0,3375,1117,1,1,False,23.227.38.65,2025-08-28T03:40:27Z,
goebu8a.info,0.2,0,0,1,1,True,104.21.16.182,2026-02-27T14:18:26Z,
gogosister.com,10.0,0,1,1,1,True,162.213.255.58,2022-10-31T06:33:00Z,
gohealthywestpiedmont.org,1.0,0,0,30,10,True,195.250.26.52,2023-11-02T10:47:24Z,
golden-link-building-rank-forge.store,32.0,0,0,1,0,True,172.67.175.89,2026-06-24T22:44:45Z,
goldfa.pics,0.0,0,0,165,0,False,188.114.97.2,2023-06-10T19:12:27Z,2023-12-19T12:46:52Z
goldmanlaboratories.com,39.0,44202,5460,21,4,False,23.227.38.74,2026-08-07T13:56:07Z,
golf19academy.jp,5.0,0,2,1,1,False,203.183.31.163,2024-06-05T22:59:29Z,
golfnews.co.uk,47.0,1392,398,2,2,False,160.153.0.66,2025-01-10T10:58:32Z,
golinkdirectory.com,32.0,0,0,4,4,True,104.21.66.60,2025-12-04T08:14:36Z,
gombay.bm,0.0,0,0,1,1,True,72.52.196.123,2025-08-09T17:23:49Z,
goodbrainguide.com,0.0,0,0,110,110,False,72.167.126.202,2024-07-06T20:59:04Z,2025-09-29T09:22:00Z
