Referring Domain,In Semrush Audit,In Ahrefs Live,Current Action,Link-Level Rows (new),Dead/Unreachable Links,Redirect Hosts,Brand-Owned Hop,Ahrefs Traffic,Ahrefs Positions,Ahrefs Follow Links,Ahrefs is_spam,IP,Generated Family
irantbs.com,True,False,KEEP_AFFILIATE_RETAIN,7,0,,False,,,0,False,,
irecto.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.73.51,
iris.coach,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
ironascentfitness.com,True,False,KEEP_AFFILIATE_RETAIN,4,0,,False,,,0,False,,
irongarmx.net,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
irsdb.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
is-blog.com,False,True,NOT_AUDITED,0,0,,False,0,,9,True,172.67.139.169,
isblog.net,True,True,DISAVOW,7,0,nutropic.com,False,0,,6,True,172.67.221.209,
iseodirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
isitedirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
ithy.com,True,False,REVIEW_MANUALLY,7,0,,False,,,0,False,,
itworks.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
ivanasetiawan.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
ivasdesign.com,True,True,REVIEW_MANUALLY,11,0,nutropic.com,False,0,,12,True,104.21.49.32,
iyublog.com,True,False,REVIEW_MANUALLY,15,0,nutropic.com,False,,,0,False,,
izande.best,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,188.114.96.2,
izrablog.com,True,False,DISAVOW,6,0,nutropic.com,False,,,0,False,,
j799a5.asia,False,True,NOT_AUDITED,0,0,,False,0,0,1,True,172.67.223.6,
jackedgorilla.com,False,True,NOT_AUDITED,0,0,,False,32,36,0,False,23.106.61.147,
jackedonthebeanstalk.com,True,True,KEEP_AFFILIATE_RETAIN,10,0,,False,345,95,30,False,23.227.38.32,
jaclynymaressa.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
jaiblogs.com,False,True,NOT_AUDITED,0,0,,False,0,0,19,True,104.21.26.22,
jake.eu,True,True,REVIEW_MANUALLY,3,0,dtcx.com;testolabpro.com,True,0,0,0,True,195.20.19.178,
jakechampion.name,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,0,False,3.33.186.135,
janhit.in,True,True,REVIEW_MANUALLY,1,0,,False,0,4,0,True,184.168.97.86,
japananh.github.io,True,False,DISAVOW,0,0,,False,,,0,False,,
jcb.com.my,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,33,10,1,False,182.239.42.25,
jcsearch.com,False,True,NOT_AUDITED,0,0,,False,0,0,1,True,74.208.53.228,
jeffjsnider.com,True,True,REVIEW_MANUALLY,1,0,testolabpro.com,True,0,1,1,False,159.65.186.108,
jen-s-journey.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
jessicallambert.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
jikininki.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
jiliblog.com,False,True,NOT_AUDITED,0,0,,False,0,0,9,True,172.67.164.205,
joachimstraining.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,28,21,1,False,172.66.3.8,
jobsapp.info,True,False,KEEP_AFFILIATE_RETAIN,5,0,dtcx.com;nutropic.com;testolabpro.com,True,,,0,False,,
joesdaily.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,2695,584,1,False,172.67.171.56,
johnnyholland.org,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,27,34,1,False,156.67.70.152,
joicut.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.20.231,
jointnutritionexpert.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,1,False,172.67.154.88,
jointpainrescue.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,1,False,104.21.51.86,
jomtien-realty.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
jordanharbinger.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,8448,1972,1,False,162.159.134.42,
journeypeaks.com,True,True,REVIEW_MANUALLY,2,1,nutropic.com,False,0,0,0,False,104.21.2.11,
jouwpersoonlijkegroei.net,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
joyrney.com,True,False,REVIEW_MANUALLY,4,0,,False,,,0,False,,
jpost.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,735591,31003,2,False,34.149.213.158,
jreweb.com,True,True,REVIEW_MANUALLY,0,0,,False,0,0,0,False,35.213.155.213,
jsr-productions.com,True,True,KEEP_AFFILIATE_RETAIN,4,0,,False,0,0,4,False,18.165.242.45,
jsrproductions.com,True,True,REVIEW_MANUALLY,2,0,,False,0,0,2,False,18.165.242.26,
juaralaundry.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
juicynourish.com,False,True,NOT_AUDITED,0,0,,False,7,7,2,False,89.116.109.194,
julia.mx,True,False,REVIEW_MANUALLY,1,1,,False,,,0,False,,
july.co.in,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,3,0,False,184.168.115.25,
jupiterhadley.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,8309,1081,1,False,3.11.210.25,
jurnalul.ro,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,117612,9399,1,False,104.21.74.174,
justbecauseyolo.com,True,True,REVIEW_MANUALLY,1,0,,False,0,0,2,False,198.54.120.214,
jvnps.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
k402ip23q.info,False,True,NOT_AUDITED,0,0,,False,0,0,1,True,172.67.130.154,
k6agency.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,637,108,1,False,195.200.9.252,
ka-blogs.com,False,True,NOT_AUDITED,0,0,,False,0,0,4,True,104.21.93.131,
kajol.pw,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
kamalalajsam.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,2,6,1,False,172.67.151.34,
kanma-marketing.com,True,False,REVIEW_MANUALLY,2,0,,False,,,0,False,,
karlsformula.com,True,True,REVIEW_MANUALLY,8,0,,False,0,0,2,False,66.29.148.3,
kawaiishop.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.181.127,
kcpronutrients.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,8,5,2,False,23.227.38.74,
keepingthepeas.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,42257,4008,2,False,172.67.144.175,
keepthebody.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,15,4,2,False,158.247.215.59,
keirseybooks.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
kejikeji.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
kellyfriesen.ca,True,True,REVIEW_MANUALLY,10,0,,False,1,1,10,False,104.18.35.159,
kentuckycounselingcenter.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,6213,1298,1,False,192.0.78.182,
kermany.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,4626,2463,3,False,94.182.175.15,
keshpakcxz.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
ketaki.co.in,True,True,REVIEW_MANUALLY,1,0,,False,0,3,0,False,184.168.110.97,
ketodietdude.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
ketopedia.co.uk,True,True,KEEP_AFFILIATE_RETAIN,1,1,,False,0,1,1,False,141.136.34.53,
keytolife.net.au,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,92,27,1,False,13.248.175.166,
keyword-rank-backlink-pro-and-keyword-rank-depot.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.53.114,
keyword-rank-keyword-rank-and-digital-pr-partners.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.49.235,
khormi.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.190.100,
kick-it-soccer.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,0,0,0,True,173.201.185.104,
kidneydiseasems.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,newsdirectonline.com,False,,,0,False,,
kidneyurology.org,True,True,KEEP_AFFILIATE_RETAIN,1,1,,False,1,1,3,False,195.200.9.129,
kiladeals.com,True,True,REVIEW_MANUALLY,4,2,,False,0,0,2,True,142.132.207.251,
kimawellness.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
kimssaulikesd.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
kingranks.com,True,True,REVIEW_MANUALLY,4,0,,False,0,0,8,True,172.67.139.78,
kirklandreporter.com,True,False,KEEP_AFFILIATE_RETAIN,4,0,frauddiscovery.net,False,,,0,False,,
kissfitnesscentre.com,False,True,NOT_AUDITED,0,0,,False,49,9,1,False,91.108.103.202,
kit-mail6.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,1,True,104.18.34.45,
kit.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,159492,4341,1,False,172.64.149.80,
kitchprep.com,True,True,REVIEW_MANUALLY,1,0,,False,0,0,1,False,104.19.154.92,
kizlarsoruyor.com,False,True,NOT_AUDITED,0,0,,False,3417277,409604,0,False,172.67.74.104,
kkinsider.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,104.21.69.222,
klclick2.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
klean-source.com,False,True,NOT_AUDITED,0,0,,False,13,10,1,False,23.227.38.32,
klipdeals.com,False,True,NOT_AUDITED,0,0,,False,0,0,1,False,172.67.136.168,
kmoshops.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.190.188,
knoji.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
knows.monster,True,False,REVIEW_MANUALLY,4,0,nutropic.com;testolabpro.com,True,,,0,False,,
knows.sbs,True,False,DISAVOW,5,0,dtcx.com;nutropic.com,False,,,0,False,,
knowyourbrain2.weebly.com,True,False,DISAVOW,0,0,,False,,,0,False,,
kodiakgoldsupplements.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,prelabpro.com,True,0,0,1,True,23.227.38.32,
koma-trade.cz,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,185.8.237.6,
kompoot.com,False,True,NOT_AUDITED,0,0,,False,0,1,1,True,185.18.212.176,
koralkyanastazie.cz,False,True,NOT_AUDITED,0,0,,False,0,0,1,False,185.8.237.11,
koreaportal.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,619,489,0,False,34.199.70.142,
kronicallyfit.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
kurahorizon.sbs,True,False,REVIEW_MANUALLY,3,3,nutropic.com,False,,,0,False,,
kurapulse.space,True,True,REVIEW_MANUALLY,3,0,nutropic.com,False,0,0,2,False,172.67.204.12,
kylieblog.com,False,True,NOT_AUDITED,0,0,,False,0,0,3,True,104.21.39.2,
kyokan.org,False,True,NOT_AUDITED,0,0,,False,2,3,0,True,195.250.20.75,
kyowa-usa.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,259,51,1,False,52.37.138.208,
labdoor.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,17914,1395,3,False,3.145.12.204,
labieredalsace.fr,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,7,7,1,False,213.186.33.19,
labzone.tech,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,95,3,1,False,35.157.26.135,
lagrad.best,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.213.233,
lakefrontmarine.ca,True,True,KEEP_AFFILIATE_RETAIN,4,0,,False,0,0,0,True,198.12.239.127,
lamze.co,True,False,REVIEW_MANUALLY,2,0,,False,,,0,False,,
laowaiblog.com,False,True,NOT_AUDITED,0,0,,False,0,0,3,False,172.67.195.226,
large-directory.com,True,True,DISAVOW,2,0,,False,0,0,4,False,172.67.129.207,
larrybeinhart.com,False,True,NOT_AUDITED,0,0,,False,0,1,1,True,103.21.221.1,
lasantanera.com,True,False,REVIEW_MANUALLY,8,0,,False,,,0,False,,
lasopiniones.es,True,True,KEEP_AFFILIATE_RETAIN,3,0,,False,78,82,1,False,87.233.202.178,
lateroundqb.com,False,True,NOT_AUDITED,0,0,,False,0,0,89,False,192.249.112.56,
laweekly.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,leanbulking.com,False,232098,14765,0,False,104.26.13.37,
lawyerinjeddah.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,172.67.201.48,
lc-plasma.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,3,6,3,False,52.37.138.208,
le-meilleur-complement.fr,True,True,REVIEW_MANUALLY,24,0,,False,268,80,12,False,198.202.211.1,
leading-hub-for-outreach-pro-and-link-juice.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.26.224,
leading-hub-for-page-rank-and-contextual-link.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.6.128,
leading-partners-for-domain-rating-and-do-follow.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.51.26,
leadiq.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,70978,39351,0,False,108.157.142.84,
leafysouls.com,True,True,REVIEW_MANUALLY,258,35,,False,36,19,119,False,161.35.118.239,
leanbulking.com,True,True,REVIEW_MANUALLY,31,0,testolabpro.com,True,15,31,27,False,172.67.162.15,
leapsandrebounds.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,3337,1142,1,False,23.227.38.32,
lebazzar-demadous.site,True,True,REVIEW_MANUALLY,2,0,,False,0,0,0,False,152.53.195.166,
lebel-minsk.by,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,1,1,False,178.124.139.55,
leebell.co.uk,True,False,REVIEW_MANUALLY,3,0,,False,,,0,False,,
leedirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.204.169,
legalorscam.com,False,True,NOT_AUDITED,0,0,,False,0,1,4,False,192.250.232.159,
legendairymilk.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,39077,3119,4,False,23.227.38.32,
lehrer-ai.de,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,1,False,104.21.67.35,
lemdro.id,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,0,0,2,True,104.21.91.154,
lemmy.one,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.20.40.204,
lemmy.world,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
lemy.lol,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
lenso.ai,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,150439,3968,1,False,172.67.70.159,
lenz.io,True,False,REVIEW_MANUALLY,3,0,,False,,,0,False,,
leoweekly.com,True,True,KEEP_AFFILIATE_RETAIN,3,0,fitliving.org,False,6484,1662,1,False,192.0.78.249,
letsvisitasia.com,True,True,KEEP_AFFILIATE_RETAIN,16,0,,False,2,2,15,False,172.67.221.167,
leviathanperformance.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
lfp-service.de,True,True,REVIEW_MANUALLY,0,0,,False,0,0,1,True,5.44.111.21,
lgbtqandall.com,True,True,REVIEW_MANUALLY,1,0,,False,12885,2331,1,False,172.67.133.172,
liberty-blog.com,True,True,DISAVOW,13,0,nutropic.com,False,0,0,18,True,172.67.161.117,
libyanatravel.com,False,True,NOT_AUDITED,0,0,,False,0,0,4,True,104.21.70.241,
life3dblog.com,False,True,NOT_AUDITED,0,0,,False,0,0,15,True,104.21.74.196,
lifeentrepreneur.academy,False,True,NOT_AUDITED,0,0,,False,0,0,151,False,,
lifehack.org,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,33577,11928,1,False,172.67.66.83,
lifehackerguy.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,53,83,2,False,138.197.119.251,
lifeinabreakdown.com,True,True,KEEP_AFFILIATE_RETAIN,1,1,,False,1818,546,1,False,185.151.30.156,
lifemd.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,19196,3033,0,False,104.26.14.203,
lifesblog.com,True,True,DISAVOW,2,0,,False,0,0,0,False,118.139.181.189,
lifesdirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.8.203,
lifespanvault.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
lifestylebycata.com,True,True,REVIEW_MANUALLY,3,3,,False,0,0,143,False,35.204.150.5,
lifestylebyps.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
lifewebdirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.58.136,
lifezz.info,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.86.95,
liftbigeatbig.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,6371,1651,2,False,23.227.38.74,
lifttilyadie.com,True,True,REVIEW_MANUALLY,1,0,,False,4,1,2,False,194.1.147.9,
lighthousewellbeingcpt.com,True,False,KEEP_AFFILIATE_RETAIN,1,1,,False,,,0,False,,
like-blogs.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
likoom.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.95.34,
likvidaator.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,166,35,3,False,31.43.160.6,
limawebdirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.220.226,
link-baron-agile-on-page-directory.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.204.166,
link-baron-da-pa-luxury-directory.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.222.149,
link-baron-grand-cluster-works.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.148.229,
link-baron-innovative-press-release-house.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.218.105,
link-baron-link-juice-optimal-marketplace.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.5.74,
link-baron-luxury-anchor-text-partners.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.173.224,
link-baron-pro-press-release.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.222.231,
link-baron-syndicate-equity.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.169.133,
link-building-and-backlink-pro-leading-experts.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.67.103,
link-building-and-digital-pr-trusted-partners.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.73.43,
link-equity-guest-posting-and-click-through-studio.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.21.245,
link-juice-traffic-surge-and-traffic-surge-collective.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.175.150,
linkanews.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
linkbarn.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.90.208,SEO-vendor .shop network
linkboostdirectory.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,213.199.63.182,
linkbundle.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.138.34,SEO-vendor .shop network
linkchest.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.47.213,SEO-vendor .shop network
linkcollective.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.95.143,SEO-vendor .shop network
linkcrate.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.22.169,SEO-vendor .shop network
linkdepot.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.1.243,SEO-vendor .shop network
linkdirectory101.com,True,True,DISAVOW,1,0,,False,0,0,4,True,172.67.154.83,
linkdirectory724.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.204.56,
linkdirectorynet.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.211.187,
linkdirectoryzone.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,144.91.109.148,
linkdonation.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
linkfinds.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.214.102,SEO-vendor .shop network
linkforgepro.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.10.95,SEO-vendor .shop network
linkgoed.nl,False,True,NOT_AUDITED,0,0,,False,71,81,0,False,51.254.188.105,
linkgrowthauthority.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.87.212,SEO-vendor .shop network
linkgrowthcompany.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.162.158,SEO-vendor .shop network
linkgrowthinsights.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.57.240,SEO-vendor .shop network
linkgrowthsource.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.57.72,SEO-vendor .shop network
linkgrowthstudio.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.12.34,SEO-vendor .shop network
linkloot.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.78.69,SEO-vendor .shop network
linkodirectory.com,True,False,DISAVOW,1,0,,False,,,0,False,,
linkory.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.176.91,SEO-vendor .shop network
linkpitcherdirectory.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,213.199.63.182,
linkpointdirectory.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,213.199.63.182,
linkrank.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.75.83,SEO-vendor .shop network
linkrankboost.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.177.149,SEO-vendor .shop network
linkrankpro.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.57.224,SEO-vendor .shop network
linkrankseo.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.3.26,SEO-vendor .shop network
links2directory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.39.177,
linkscrawl.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
linkseoalliance.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.68.231,SEO-vendor .shop network
linkseoauthority.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.9.78,SEO-vendor .shop network
linkseocollective.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.147.89,SEO-vendor .shop network
linkseoinsights.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.181.74,SEO-vendor .shop network
linkseonetwork.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.149.186,SEO-vendor .shop network
linkseopro.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.63.5,SEO-vendor .shop network
linkseoprovider.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.182.58,SEO-vendor .shop network
linkseoservice.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.55.187,SEO-vendor .shop network
linksnatcher.art,True,False,DISAVOW,4,0,dtcx.com;nutropic.com,False,,,0,False,,
linksnatcher.com,True,False,DISAVOW,8,0,dtcx.com;nutropic.com;testolabpro.com,True,,,0,False,,
linksnewses.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
linksnexa.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.130.36,SEO-vendor .shop network
linkstash.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.128.191,SEO-vendor .shop network
linkstock.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.3.214,SEO-vendor .shop network
linkstockly.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.133.105,SEO-vendor .shop network
linktr.ee,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
linktrove.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.33.249,SEO-vendor .shop network
linkwagon.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.219.144,SEO-vendor .shop network
linkwares.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.3.180,SEO-vendor .shop network
linkwebdirectory.com,True,False,DISAVOW,1,0,,False,,,0,False,,
linzybmaudie.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
list.show,True,True,REVIEW_MANUALLY,1,0,,False,0,0,0,False,118.139.178.237,
listedirectory.com,True,True,DISAVOW,0,0,,False,0,0,4,True,104.21.85.104,
listmydomain.com,True,False,DISAVOW,1,0,,False,,,0,False,,
listo.li,True,True,REVIEW_MANUALLY,0,0,,False,0,1,1,False,104.21.32.234,
listrecord.com,True,False,DISAVOW,2,0,,False,,,0,False,,
literature.cafe,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.59.206,
livebacklinks.com,True,False,DISAVOW,1,0,,False,,,0,False,,
livebloggs.com,True,True,DISAVOW,18,0,nutropic.com,False,0,0,7,True,172.67.215.244,
livegoodforlife.com,False,True,NOT_AUDITED,0,0,,False,0,1,4,False,45.32.183.112,
liveroiloffish.com,True,True,REVIEW_MANUALLY,0,0,,False,0,0,1,False,104.21.15.209,
livethriveexcel.com,True,True,REVIEW_MANUALLY,1,0,,False,0,0,1,False,23.227.38.73,
livewebsites.net,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
livfitty.com,False,True,NOT_AUDITED,0,0,,False,39,4,1,False,23.227.38.65,
livingpristine.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,3107,16,1,False,104.21.4.218,
lixil-reformshop.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.43.45,
ljepotaizdravlje.ba,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
lllhunterdon.org,False,True,NOT_AUDITED,0,0,,False,0,0,412,False,185.151.30.163,
lms-linkage.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
localdeal.in,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
localquoter.net,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
lockinfuel.com,True,True,REVIEW_MANUALLY,18,0,,False,525,213,8,False,172.67.135.77,
lockitz.com,True,True,REVIEW_MANUALLY,1,0,,False,0,0,1,True,172.67.153.25,
loginblogin.com,False,True,NOT_AUDITED,0,0,,False,0,0,18,True,104.21.11.221,
logocreator.io,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,29,24,1,False,104.21.40.134,
lombok-directory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.165.166,
londravirtuale.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
loneeykimberli.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
longevity.technology,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,2817,979,1,False,34.120.190.48,
longevityorbullshit.ai,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,0,1,1,False,185.158.133.1,
lookwhatidig.com,False,True,NOT_AUDITED,0,0,,False,0,0,1,False,74.208.236.217,
loonti.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,40.160.82.145,
loop11.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,1036,189,2,False,18.244.179.106,
