Referring Domain,In Semrush Audit,In Ahrefs Live,Current Action,Link-Level Rows (new),Dead/Unreachable Links,Redirect Hosts,Brand-Owned Hop,Ahrefs Traffic,Ahrefs Positions,Ahrefs Follow Links,Ahrefs is_spam,IP,Generated Family
britedirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,False,172.67.151.254,
brittany-bunk.weebly.com,True,False,DISAVOW,0,0,,False,,,0,False,,
brizbot.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
brokebutsmart.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,76.76.21.21,
btch.bg,False,True,NOT_AUDITED,0,0,,False,0,1,0,True,78.46.135.40,
btcpods.xyz,True,True,REVIEW_MANUALLY,8,0,,False,0,0,24,False,216.150.1.65,
bubblyblingblog.wordpress.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
budgetbite.org,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,0,2,1,False,3.223.199.227,
budgetsavvydiva.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,317,428,1,False,104.18.37.69,
buenaparte.de,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
buffalonews.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
bug.hr,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,36817,5720,2,False,52.166.78.97,
buildd.co,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
buildersociety.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,1447,430,0,False,108.160.146.92,
bulk.ly,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
bungeefitnessnearme.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,2,1,False,172.67.207.247,
burlapandblue.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,10935,1596,1,False,104.21.87.99,
burn-peak-burnpeak.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,3,1,False,172.67.138.18,
burnlabpro.com,True,True,KEEP_AFFILIATE_RETAIN,24,0,testolabpro.com,True,211,155,310,False,23.227.38.74,
businesnewswire.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,2,False,172.67.170.186,
businesslistingportal.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,167.86.101.193,
businesslistus.com,False,True,NOT_AUDITED,0,0,,False,116,30,0,False,128.136.93.155,
businessnewses.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
businessvocal.com,True,False,REVIEW_MANUALLY,5,0,dtcx.com;nutropic.com;testolabpro.com,True,,,0,False,,
businesswebsitesdirectory.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,167.86.98.5,
buy-backlinks-ranking-power.com,True,True,DISAVOW,0,0,,False,0,0,2,False,203.161.54.114,
buybacklinks.agency,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.161.203,
buyfairbacklinks.com,True,True,DISAVOW,0,0,,False,0,0,0,True,203.161.54.114,
buyoutblog.com,False,True,NOT_AUDITED,0,0,,False,0,0,4,True,104.21.30.14,
buypeakperformance.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,892,292,1,False,23.227.38.32,
buyrankbacklinks.com,True,True,DISAVOW,0,0,,False,0,0,0,True,203.161.54.114,
buyseobacklinks.shop,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.216.233,
buyseolinks.site,True,True,REVIEW_MANUALLY,0,0,,False,0,0,0,True,199.188.206.19,
buytopqualitybacklinks.com,True,True,DISAVOW,0,0,,False,0,0,0,True,203.161.54.114,
buzzshrink.website,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
bvf.edu.pe,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
bye.fyi,True,True,REVIEW_MANUALLY,3,0,dtcx.com;nutropic.com,False,0,2,0,True,195.20.19.178,
byteshort.xyz,True,True,REVIEW_MANUALLY,7,0,dtcx.com;nutropic.com;testolabpro.com,True,0,0,0,True,195.20.19.178,
c99.nl,False,True,NOT_AUDITED,0,0,,False,30504,796,128,False,104.21.88.144,
cafesmyway.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
caffeine-alternatives.com,True,False,REVIEW_MANUALLY,6,0,,False,,,0,False,,
caftrading.com,True,False,KEEP_AFFILIATE_RETAIN,3,0,,False,,,0,False,,
callluce.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
calran.ro,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
camillafberg.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
campingtours.in,True,False,DISAVOW,1,0,,False,,,0,False,,
camporacity.it,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
campus-immobilien.at,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
canariblogs.com,True,True,DISAVOW,5,0,nutropic.com,False,0,,16,True,172.67.128.43,
canucksupplement.com,False,True,NOT_AUDITED,0,0,,False,0,,11,True,141.193.23.11,
capetownthing.co.za,True,False,KEEP_AFFILIATE_RETAIN,2,0,testolabpro.com,True,,,0,False,,
capsulink.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
card-directory.com,True,False,DISAVOW,1,0,,False,,,0,False,,
carefocusdaily.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,0,,37,True,216.150.16.65,
carnosyn.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
carplz.com,True,False,DISAVOW,3,0,dtcx.com;performancelabs.com,False,,,0,False,,
cashbackdeals.in,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
casinooftheking.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
cataglow.com,True,True,REVIEW_MANUALLY,50,0,,False,0,0,83,False,104.21.10.213,
catalystperformance.sg,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
cathe.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,performancelabs.com,False,,,0,False,,
cbdtiger.co,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
cbpsdirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
cctvss1004.com,True,False,REVIEW_MANUALLY,9,0,,False,,,0,False,,
cecar.edu.co,True,False,DISAVOW,4,0,,False,,,0,False,,
celiac.com,True,False,KEEP_AFFILIATE_RETAIN,2,1,,False,,,0,False,,
centralc.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
cfshelp.info,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
cgpa2percentag.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
changingfaceshousing.com,True,False,REVIEW_MANUALLY,1,1,,False,,,0,False,,
chaorendata.shop,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
charm-retirement.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
charteredstudies.in,True,False,KEEP_AFFILIATE_RETAIN,8,0,,False,,,0,False,,
cheapsmmprovider.info,True,False,DISAVOW,0,0,,False,,,0,False,,
cheapsmmprovider.online,True,False,DISAVOW,0,0,,False,,,0,False,,
checkbca.org,True,False,KEEP_AFFILIATE_RETAIN,2,0,performancelabs.com,False,,,0,False,,
cherrish.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
chesbrewco.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
chin-thai-restaurant-brackenheim.de,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
chiromed.org,True,False,REVIEW_MANUALLY,2,0,,False,,,0,False,,
choicescout.net,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
chooseveganism.org,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
chordmp3.net,True,False,REVIEW_MANUALLY,2,0,dtcx.com,False,,,0,False,,
christhoma.com,True,False,REVIEW_MANUALLY,4,0,,False,,,0,False,,
chromavit.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
chronotherapeutics.org,True,False,REVIEW_MANUALLY,4,0,,False,,,0,False,,
chuihanghin.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cidadetoda.com.br,True,True,REVIEW_MANUALLY,6,0,,False,0,,0,True,104.21.52.149,
cielamode.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
cindieychristabella.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
cindylaup.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
citybeat.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,fitliving.org,False,,,0,False,,
civilizedcaveman.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
cleanlabelproject.org,True,False,KEEP_AFFILIATE_RETAIN,18,0,,False,,,0,False,,
cleanleanmachine.com,False,True,NOT_AUDITED,0,0,,False,0,0,92,False,217.160.0.81,
cleverjournal.net,True,False,KEEP_AFFILIATE_RETAIN,5,0,,False,,,0,False,,
clickithelp.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
clicktobuybacklinks.com,True,False,DISAVOW,0,0,,False,,,0,False,,
clicktohigh.com,True,False,DISAVOW,1,0,,False,,,0,False,,
clientsbee.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
clifflisting.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
clintondentist.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
cloakist.site,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
clodura.ai,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
closeronline.co.uk,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cloudaicrypto.com,True,True,REVIEW_MANUALLY,154,0,,False,0,0,92,True,104.16.243.55,
cm-alliance.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
cmocheatsheets.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
codeless.io,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
codersagent.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
coffeenerd.blog,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cogniscore.co.uk,True,False,REVIEW_MANUALLY,6,0,,False,,,0,False,,
cognitionprime.bio,True,True,REVIEW_MANUALLY,93,16,,False,0,0,127,False,34.174.209.111,
cognixcore.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
coherence.today,True,True,REVIEW_MANUALLY,0,0,,False,0,,42,True,172.67.194.220,
coherentmarketinsights.com,True,False,KEEP_AFFILIATE_RETAIN,3,0,,False,,,0,False,,
collaborateforhealthyweight.org,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
collectblogs.com,False,True,NOT_AUDITED,0,0,,False,0,,12,True,172.67.190.18,
colletewlacey.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
colonmedcare.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
coloradorunnermag.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
colorfuleatsnutrition.com,True,False,KEEP_AFFILIATE_RETAIN,24,0,,False,,,0,False,,
communityfarmersmarket.net,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
communityhealthcarenetwork.org,True,False,KEEP_AFFILIATE_RETAIN,3,0,,False,,,0,False,,
coms.it,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
concejomunicipaldechinu.gov.co,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
consciouslifenews.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
constitute.net,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
consumerhealthdigest.com,True,True,KEEP_AFFILIATE_RETAIN,3,0,,False,712,506,160,False,172.66.40.120,
consumerhealthline.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
controldetierra.com,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
conves.io,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
cookmushroom.com,True,False,KEEP_AFFILIATE_RETAIN,4,0,,False,,,0,False,,
cool-directory.com,True,False,DISAVOW,1,0,,False,,,0,False,,
cool18.cc,True,False,REVIEW_MANUALLY,1,1,,False,,,0,False,,
coolbizdirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
cornucopia.se,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
corporateoffers.com.vn,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
corrector.in,True,False,DISAVOW,3,0,dtcx.com;testolabpro.com,True,,,0,False,,
corsi-odontoiatria.it,True,False,REVIEW_MANUALLY,1,1,,False,,,0,False,,
coruzants.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
counselheal.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
countryandtownhouse.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
couplerelationship.net,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
couponcodel.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,,
couponifier.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
couponly.ai,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
couponsale.in,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.211.253,
couponsanddiscouts.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,104.21.10.115,
couponsaturn.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
couponsbuy.net,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.20.111,
couponsdoom.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.130.99,
couponsfreetoday.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.217.207,
couponstroller.com,True,True,KEEP_AFFILIATE_RETAIN,2,2,testolabpro.com,True,31,28,4,False,185.28.21.15,
couriertrackk.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
cpl.co.in,True,False,DISAVOW,0,0,,False,,,0,False,,
cpoe.org,True,False,KEEP_AFFILIATE_RETAIN,3,0,,False,,,0,False,,
crankwheel.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
crazypeople.online,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
creacionblog.com,True,False,REVIEW_MANUALLY,18,0,nutropic.com,False,,,0,False,,
creativeposts.top,True,False,REVIEW_MANUALLY,1,0,testolabpro.com,True,,,0,False,,
credihealth.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cricketinfo.co.in,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
cricketlive.co.in,True,False,REVIEW_MANUALLY,1,0,,False,,,0,False,,
criteriul.ro,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
criticalhit.net,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
cro.media,True,True,REVIEW_MANUALLY,14,0,,False,644,,5,True,172.67.73.207,
cryptogazette.com,True,False,KEEP_AFFILIATE_RETAIN,3,0,,False,,,0,False,,
csd-ljmostepolje.si,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
csir-sari.org,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
csponarlikex.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
csun.edu,True,False,KEEP_AFFILIATE_RETAIN,5,0,slimmingandco.com;weightlossandco.com,False,,,0,False,,
cubecreative.design,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cueform.ai,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
cultureofgaming.com,False,True,NOT_AUDITED,0,0,,False,1,1,5938,False,104.26.11.249,
cureenergise.com,True,False,REVIEW_MANUALLY,1,0,breakingmuscle.com,False,,,0,False,,
currencyconverts.com,True,False,REVIEW_MANUALLY,150,0,drect.net,False,,,0,False,,
cutewebdirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
cvillico.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
cypriotdirectory.com,True,False,DISAVOW,2,0,,False,,,0,False,,
cytopore.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
d3306cnzm6n89c.cloudfront.net,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
d9jtli.asia,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,104.21.88.169,
da19fmuserguide.com,True,True,REVIEW_MANUALLY,2,0,,False,0,0,6,True,35.220.235.182,
daadvn.blogspot.com,True,False,DISAVOW,0,0,,False,,,0,False,,
dadblog.co.uk,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,7990,1658,1,False,162.159.137.54,
daechul.co.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
daily-remedy.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,prelabpro.com,True,0,0,1,False,187.77.165.23,
dailyblogzz.com,True,False,DISAVOW,14,0,nutropic.com,False,,,0,False,,
dailycaller.com,True,True,KEEP_AFFILIATE_RETAIN,5,0,fitliving.org,False,133666,559,2,False,104.20.6.240,
dailydish.co.uk,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,1740,613,7,False,172.67.212.15,
dailyhealthtips.blog,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,4,True,206.54.190.30,
dailymusings.top,True,True,REVIEW_MANUALLY,2,0,nutropic.com,False,0,0,0,True,195.20.19.178,
dailyrestora.click,True,True,REVIEW_MANUALLY,0,0,,False,0,0,2,False,104.21.87.147,
dailyrestora.online,True,True,REVIEW_MANUALLY,0,0,,False,0,0,2,True,104.21.20.47,
dailyrestora.study,True,True,REVIEW_MANUALLY,3,0,nutropic.com,False,0,0,2,False,104.21.40.203,
dailyvoice.com,True,False,KEEP_AFFILIATE_RETAIN,3,0,fitliving.org,False,,,0,False,,
daisye.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
damull.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,104.21.48.101,
damus.io,False,True,NOT_AUDITED,0,0,,False,252,30,1,False,172.67.206.128,
dandhea.wordpress.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
dandyelite.com,True,True,REVIEW_MANUALLY,1,0,,False,0,0,1,False,133.125.148.10,
daolink.mom,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,67.223.118.29,
dapago.net,True,True,REVIEW_MANUALLY,4,0,,False,0,0,0,True,172.67.187.83,
daphro.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,188.114.96.2,
darmankade.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,63442,21288,0,False,104.26.1.84,
daroohome.com,True,False,KEEP_AFFILIATE_RETAIN,2,0,,False,,,0,False,,
data-analysis-degree-datasupport.xyz,False,True,NOT_AUDITED,0,0,,False,0,0,3,False,172.67.142.123,
databoostdirectory.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,False,144.91.109.148,
datadrivenpick.com,True,True,REVIEW_MANUALLY,7,0,,False,0,0,11,False,172.67.150.4,
datagardener.com,False,True,NOT_AUDITED,0,0,,False,927,295,2,False,13.134.68.20,
datainsightsmarket.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,309,408,1,False,172.67.70.30,
davideromanutrition.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,916,10,1,False,172.67.72.103,
davidsguide.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,107,22,1,False,208.109.230.242,
dayofdifference.org.au,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,0,0,0,False,104.21.65.50,
daysofadomesticdad.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,40,28,1,False,151.101.67.7,
dbblog.net,False,True,NOT_AUDITED,0,0,,False,0,0,12,True,104.21.2.156,
dbem.org,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,117,105,0,False,172.66.40.230,
dclabs.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,624,194,1,False,192.200.160.21,
dcmedical.ro,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,1711,456,2,False,172.67.73.185,
dcoutesnjacob.com,True,False,REVIEW_MANUALLY,6,0,testolabpro.com,True,,,0,False,,
dealrated.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,0,0,0,True,172.67.72.197,
debra-thornton.pages.dev,True,False,DISAVOW,0,0,,False,,,0,False,,
debsllc.org,True,True,REVIEW_MANUALLY,1,0,,False,10521,30,1,False,104.21.87.244,
decodedsleep.com,False,True,NOT_AUDITED,0,0,,False,0,0,25,False,104.36.230.105,
decoupage-paper.com,True,True,REVIEW_MANUALLY,5,0,,False,0,0,1,False,172.67.161.63,
deepodirectory.com,True,True,DISAVOW,2,0,,False,0,0,2,True,172.67.195.25,
defaultdirectory.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.192.193,
defender.co.in,True,True,DISAVOW,0,0,,False,0,0,0,True,118.139.181.255,
degmat.pics,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,172.67.187.175,
dejan.ai,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,266,51,3,False,34.31.25.140,
deportesfit.com,False,True,NOT_AUDITED,0,0,,False,0,0,0,False,46.202.156.31,
dermspotlight.com,False,True,NOT_AUDITED,0,0,,False,1,3,1,False,172.67.73.110,
designertoblog.com,True,False,DISAVOW,6,0,nutropic.com,False,,,0,False,,
designscene.net,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,3109,2144,1,False,95.154.194.55,
develop-blog.com,True,True,REVIEW_MANUALLY,18,0,nutropic.com,False,0,0,4,False,172.67.155.231,
developmentmi.com,True,True,KEEP_AFFILIATE_RETAIN,5,0,testolabpro.com,True,0,0,4,True,104.21.89.233,
dgbloggers.com,True,False,REVIEW_MANUALLY,11,0,nutropic.com,False,,,0,False,,
dgsac.com.pe,True,True,REVIEW_MANUALLY,5,0,,False,0,0,0,True,107.180.114.142,
dhgate.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
dhrupurohit.com,True,True,KEEP_AFFILIATE_RETAIN,4,0,,False,270,201,4,False,104.18.68.40,
dialtoneapp.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,172.67.204.167,
dianabolofficial.com,True,True,REVIEW_MANUALLY,2,0,,False,0,2,2,False,195.250.26.52,
diet65.com,True,False,KEEP_AFFILIATE_RETAIN,1,0,,False,,,0,False,,
dietarious.com,True,True,KEEP_AFFILIATE_RETAIN,1,0,,False,0,0,2,False,198.252.98.72,
dietium.com,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
dietofcommonsense.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,0,0,9,False,89.41.38.220,
dietpillsproducts.com,True,False,KEEP_AFFILIATE_RETAIN,4,0,,False,,,0,False,,
diffshop.cn,False,True,NOT_AUDITED,0,0,,False,0,0,40,True,52.188.224.130,
diffshop.com,False,True,NOT_AUDITED,0,0,,False,170,2,40,False,52.188.224.130,
digiblogbox.com,False,True,NOT_AUDITED,0,0,,False,0,0,23,True,104.21.8.81,
digidip.net,True,False,KEEP_AFFILIATE_RETAIN,0,0,,False,,,0,False,,
digital-pr-and-domain-rating-premium-experts.store,False,True,NOT_AUDITED,0,0,,False,0,0,0,True,172.67.207.169,
digital-revolution.at,False,True,NOT_AUDITED,0,0,,False,0,0,90,True,104.21.47.65,
digitalatto.io,True,False,KEEP_AFFILIATE_RETAIN,4,0,,False,,,0,False,,
digitalchatni.com,False,True,NOT_AUDITED,0,0,,False,0,0,6,True,172.67.161.178,
digitalhealthbuzz.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,0,1,2,False,148.72.112.29,
digitalseotool.com,True,False,REVIEW_MANUALLY,0,0,,False,,,0,False,,
digitalthriveai.com,True,True,REVIEW_MANUALLY,6,0,,False,0,0,12,False,172.67.193.234,
digitollblog.com,True,False,REVIEW_MANUALLY,18,0,nutropic.com,False,,,0,False,,
din-studio.com,True,True,KEEP_AFFILIATE_RETAIN,2,0,,False,11184,1558,1,False,104.152.168.9,
diowebhost.com,True,True,DISAVOW,18,0,nutropic.com,False,165,16,40,False,104.21.20.5,
dirbear.com,True,True,KEEP_AFFILIATE_RETAIN,0,0,,False,0,0,0,True,109.61.86.193,
direct.me,False,True,NOT_AUDITED,0,0,,False,795950,5602,1,False,172.66.166.240,
directory-2020.com,True,True,DISAVOW,0,0,,False,0,0,4,True,172.67.182.19,
directory-b.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.146.138,
directory-blu.com,True,True,DISAVOW,1,0,,False,0,0,4,True,104.21.84.168,
directory-boom.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.193.70,
directory-broker.com,True,False,DISAVOW,2,0,,False,,,0,False,,
directory-cube.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.72.175,
directory-daddy.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.207.70,
directory-empire.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.7.152,
directory-engine.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.48.190,
directory-expert.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.138.24,
directory-farm.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.23.208,
directory-fast.com,False,True,NOT_AUDITED,0,0,,False,0,0,4,True,172.67.176.74,
directory-king.com,True,True,DISAVOW,1,0,,False,0,0,4,True,104.21.89.207,
directory-legit.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.76.125,
directory-nation.com,False,True,NOT_AUDITED,0,0,,False,0,0,4,True,172.67.193.53,
directory-star.com,True,True,DISAVOW,1,0,,False,0,0,4,True,104.21.78.252,
directory-store.com,True,True,DISAVOW,2,0,,False,0,0,2,True,172.67.193.180,
directory-url.com,True,True,DISAVOW,1,0,,False,0,0,4,False,172.67.132.198,
directory-webs.com,True,False,DISAVOW,2,0,,False,,,0,False,,
directory4search.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.220.228,
directory4web.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.56.65,
directory4websites.com,True,False,DISAVOW,2,0,,False,,,0,False,,
directoryalbum.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.33.208,
directoryark.com,True,True,DISAVOW,1,0,,False,0,0,4,True,172.67.185.97,
directoryarmy.com,True,True,DISAVOW,1,0,,False,0,0,4,False,172.67.221.75,
directorycell.com,True,True,DISAVOW,1,0,,False,0,0,4,True,172.67.168.146,
directorycloudhub.com,False,True,NOT_AUDITED,0,0,,False,0,0,2,True,144.91.109.148,
directorydepo.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.206.194,
directoryecho.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.167.101,
directoryethics.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.34.91,
directoryforever.com,True,True,DISAVOW,2,0,,False,0,0,4,True,104.21.2.108,
directoryforrank.com,True,True,DISAVOW,2,0,,False,0,0,4,True,172.67.181.246,
