ascore;domains_num
0;11
2;207
3;26
4;58
5;77
6;53
7;4
8;4
9;5
10;6
11;12
12;10
13;19
14;18
15;9
16;16
17;11
18;11
19;20
20;27
21;20
22;17
23;17
24;24
25;15
26;17
27;22
28;20
29;27
30;21
31;12
32;12
33;7
34;16
35;12
36;3
37;3
38;2
39;2
40;3
41;2
42;1
43;2
44;2
45;1
46;3
47;2
48;1
49;2
50;1
52;1
53;1
55;1
67;1
72;1
75;1
91;1
100;1
