ascore;domains_num
0;13
2;127
3;18
4;30
5;55
6;26
7;5
8;5
9;1
10;5
11;2
12;4
13;6
14;7
15;1
16;3
17;3
18;4
19;1
20;3
21;6
22;4
23;2
24;5
25;6
26;4
27;3
28;2
29;4
30;4
31;4
32;3
33;3
34;4
35;3
36;5
37;1
38;1
39;1
40;3
41;2
42;1
44;2
45;3
46;2
47;3
48;2
49;2
50;3
51;1
53;1
57;2
61;1
64;1
69;1
70;1
72;1
73;1
82;1
85;1
86;1
100;5
