ascore;domains_num
0;11
2;173
3;24
4;44
5;57
6;34
7;4
8;5
9;8
10;6
11;6
12;11
13;13
14;7
15;8
16;10
17;7
18;8
19;7
20;15
21;6
22;12
23;6
24;11
25;7
26;11
27;13
28;8
29;9
30;12
31;7
32;6
33;7
34;11
35;7
36;3
37;2
38;1
39;8
40;8
42;2
43;2
44;1
45;2
47;2
49;2
50;1
51;2
52;1
58;1
63;1
68;1
72;1
73;1
76;1
81;1
86;1
98;1
100;3
