ascore;domains_num
0;26
2;424
3;44
4;78
5;88
6;79
7;48
8;25
9;32
10;21
11;21
12;28
13;20
14;18
15;26
16;26
17;19
18;28
19;24
20;28
21;29
22;27
23;33
24;37
25;33
26;35
27;19
28;11
29;22
30;30
31;27
32;23
33;29
34;25
35;22
36;17
37;21
38;14
39;11
40;18
41;14
42;13
43;16
44;31
45;24
46;22
47;22
48;16
49;23
50;18
51;10
52;5
53;9
54;6
55;5
56;3
57;6
58;5
59;3
60;1
61;2
63;1
64;1
65;1
66;5
67;3
68;4
69;1
70;3
71;2
72;4
73;5
74;4
76;2
77;3
78;3
81;1
82;1
84;1
85;1
87;2
89;1
95;1
98;1
99;1
100;11
