domain,ascore,backlinks,ip,ip_shared_count,country,first_seen,last_seen,current_verdict,reasons
directorycentered.com,2,3,69.13.31.72,1,us,2025-07-28,2026-08-27,TOXIC,pbn-ip-cluster:69.13.31; very-low-authority(AS2); directory/article/bookmark-spam-name
directoryplus.biz,2,2,64.182.62.60,1,us,2026-03-02,2026-04-23,TOXIC,pbn-ip-cluster:64.182.62; very-low-authority(AS2); directory/article/bookmark-spam-name
directorystudio.org,2,2,69.13.42.16,1,us,2026-02-27,2026-08-30,TOXIC,pbn-ip-cluster:69.13.42; very-low-authority(AS2); directory/article/bookmark-spam-name
egyptiandirectory.com,2,15,184.168.116.137,1,sg,2026-01-23,2026-06-19,TOXIC,pbn-ip-cluster:184.168.116; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(sg)
expressbusinesslistings.com,2,1,185.51.2.19,1,se,2026-02-28,2026-04-10,TOXIC,pbn-ip-cluster:185.51.2; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
findbiz.info,2,1,185.139.128.92,1,us,2026-03-13,2026-04-19,TOXIC,very-low-authority(AS2); weak signal — human QA
forever-biz.com,2,2,69.13.61.208,1,us,2026-02-17,2026-08-20,TOXIC,pbn-ip-cluster:69.13.61; very-low-authority(AS2)
getzzby.com,2,2,69.13.64.201,1,us,2026-02-27,2026-08-31,TOXIC,pbn-ip-cluster:69.13.64; very-low-authority(AS2)
good-essays.com,2,3,172.67.187.143,1,,2026-07-21,2026-08-31,TOXIC,very-low-authority(AS2); high-risk-vertical(gambling/adult/pharma/essay)
holabiz.com,2,1,64.182.44.60,1,us,2026-03-02,2026-04-11,TOXIC,pbn-ip-cluster:64.182.44; very-low-authority(AS2)
infodirectorynow.com,2,2,51.81.6.204,1,us,2026-03-01,2026-04-15,TOXIC,very-low-authority(AS2); directory/article/bookmark-spam-name
listglobe.com,2,2,185.58.143.37,1,se,2025-08-11,2026-04-21,TOXIC,very-low-authority(AS2); foreign-geo-cluster(se); weak signal — human QA
listingshub.net,2,2,69.13.87.17,1,us,2026-03-06,2026-08-27,TOXIC,pbn-ip-cluster:69.13.87; very-low-authority(AS2); directory/article/bookmark-spam-name
listyoursite.net,2,1,69.13.93.9,1,us,2026-08-28,2026-08-28,TOXIC,pbn-ip-cluster:69.13.93; very-low-authority(AS2)
localbusinessguide.org,2,2,69.13.98.113,1,us,2026-03-15,2026-08-30,TOXIC,pbn-ip-cluster:69.13.98; very-low-authority(AS2)
localstudio.info,2,1,69.13.105.8,1,us,2026-08-30,2026-08-30,TOXIC,pbn-ip-cluster:69.13.105; very-low-authority(AS2)
markd.biz,2,1,64.182.25.201,1,us,2026-02-28,2026-04-10,TOXIC,pbn-ip-cluster:64.182.25; very-low-authority(AS2)
mysuperlistings.com,2,2,69.13.217.131,1,us,2026-02-26,2026-08-29,TOXIC,pbn-ip-cluster:69.13.217; very-low-authority(AS2); directory/article/bookmark-spam-name
onlinebeacon.co,2,2,64.182.156.41,1,us,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:64.182.156; very-low-authority(AS2)
oohandaah.org,2,2,64.182.162.96,1,us,2026-02-26,2026-04-07,TOXIC,pbn-ip-cluster:64.182.162; very-low-authority(AS2)
powerlistings.info,2,2,69.13.160.8,1,us,2026-03-11,2026-08-22,TOXIC,pbn-ip-cluster:69.13.160; very-low-authority(AS2); directory/article/bookmark-spam-name
rankvancelinks.info,2,2,104.21.88.157,1,,2026-03-11,2026-08-15,TOXIC,very-low-authority(AS2); seo/link-scheme-name
royaldb.us.com,2,3,104.21.87.48,1,,2026-09-04,2026-09-04,TOXIC,very-low-authority(AS2); weak signal — human QA
seeklocally.net,2,1,188.114.249.42,1,se,2026-03-15,2026-04-12,TOXIC,pbn-ip-cluster:188.114.249; very-low-authority(AS2); foreign-geo-cluster(se)
showyourbizz.com,2,1,69.13.131.25,1,us,2026-08-10,2026-08-26,TOXIC,pbn-ip-cluster:69.13.131; very-low-authority(AS2)
smallbusinesseslist.com,2,2,69.13.136.216,1,us,2026-03-01,2026-08-27,TOXIC,pbn-ip-cluster:69.13.136; very-low-authority(AS2)
spectacularsites.co,2,3,64.182.216.200,1,us,2026-03-04,2026-04-21,TOXIC,pbn-ip-cluster:64.182.216; very-low-authority(AS2)
starlisting.org,2,2,69.13.244.45,1,us,2026-03-19,2026-08-28,TOXIC,pbn-ip-cluster:69.13.244; very-low-authority(AS2); directory/article/bookmark-spam-name
submitweb.us,2,3,69.13.245.1,1,us,2026-03-16,2026-04-13,TOXIC,pbn-ip-cluster:69.13.245; very-low-authority(AS2); directory/article/bookmark-spam-name
thedirsearch.com,2,2,94.46.125.22,1,se,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:94.46.125; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
thetoptierlistings.com,2,2,69.13.173.176,1,us,2026-03-06,2026-08-24,TOXIC,pbn-ip-cluster:69.13.173; very-low-authority(AS2); directory/article/bookmark-spam-name
toplistingz.com,2,3,64.182.210.105,1,us,2026-03-03,2026-04-13,TOXIC,pbn-ip-cluster:64.182.210; very-low-authority(AS2); directory/article/bookmark-spam-name
tygo.biz,2,2,64.182.222.106,1,us,2026-02-28,2026-04-10,TOXIC,pbn-ip-cluster:64.182.222; very-low-authority(AS2)
vipsites.org,2,2,64.182.226.240,1,us,2026-03-08,2026-04-18,TOXIC,pbn-ip-cluster:64.182.226; very-low-authority(AS2)
weblookup.org,2,1,64.182.103.195,1,us,2026-08-09,2026-08-26,TOXIC,pbn-ip-cluster:64.182.103; very-low-authority(AS2)
yeahdirectory.org,2,3,64.182.241.35,1,us,2026-02-28,2026-04-17,TOXIC,pbn-ip-cluster:64.182.241; very-low-authority(AS2); directory/article/bookmark-spam-name
solace-moon.online,0,2,172.67.165.168,1,,2026-08-23,2026-09-02,TOXIC,very-low-authority(AS0); spam-tld(.online); weak signal — human QA
locallistingz.net,7,3,64.182.248.55,2,us,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:64.182.248; directory/article/bookmark-spam-name
businessnotations.com,5,1,94.46.255.5,2,se,2026-03-13,2026-04-03,TOXIC,pbn-ip-cluster:94.46.255; very-low-authority(AS5); foreign-geo-cluster(se)
marktd.net,5,2,69.13.20.208,2,us,2026-03-01,2026-04-10,TOXIC,pbn-ip-cluster:69.13.20; very-low-authority(AS5)
factmags.com,4,12,203.161.54.114,2,us,2026-02-28,2026-08-28,TOXIC,very-low-authority(AS4); weak signal — human QA
hotonlinegaming.com,3,3,172.67.129.112,2,,2026-08-27,2026-08-27,TOXIC,very-low-authority(AS3); weak signal — human QA
a1weblisting.com,2,2,64.182.0.49,2,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:64.182.0; very-low-authority(AS2); directory/article/bookmark-spam-name
articlecity.info,2,2,188.114.252.33,2,se,2025-12-26,2026-04-29,TOXIC,pbn-ip-cluster:188.114.252; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
assignlinx.com,2,3,69.13.246.202,2,us,2026-03-17,2026-04-07,TOXIC,pbn-ip-cluster:69.13.246; very-low-authority(AS2)
bestbusinesseslist.com,2,2,64.182.255.33,2,us,2026-03-03,2026-09-02,TOXIC,pbn-ip-cluster:64.182.255; very-low-authority(AS2)
biglocal247.com,2,2,69.13.178.98,2,us,2026-03-02,2026-08-29,TOXIC,pbn-ip-cluster:69.13.178; very-low-authority(AS2)
bizoftheyear.org,2,2,64.182.99.1,2,us,2026-03-16,2026-04-05,TOXIC,pbn-ip-cluster:64.182.99; very-low-authority(AS2)
breathingsocial.com,2,2,64.182.34.19,2,us,2026-03-09,2026-04-19,TOXIC,pbn-ip-cluster:64.182.34; very-low-authority(AS2)
businesshonors.org,2,2,64.182.23.144,2,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:64.182.23; very-low-authority(AS2)
casinooftheking.com,2,4,172.67.222.57,2,,2026-08-28,2026-08-31,TOXIC,very-low-authority(AS2); high-risk-vertical(gambling/adult/pharma/essay)
customerfriendlysites.com,2,2,69.13.128.108,2,us,2026-03-07,2026-04-17,TOXIC,pbn-ip-cluster:69.13.128; very-low-authority(AS2)
directorist.net,2,2,69.13.27.82,2,us,2026-03-06,2026-08-24,TOXIC,pbn-ip-cluster:69.13.27; very-low-authority(AS2); directory/article/bookmark-spam-name
directoryjournal.co,2,2,69.13.3.1,2,us,2026-03-04,2026-04-14,TOXIC,pbn-ip-cluster:69.13.3; very-low-authority(AS2); directory/article/bookmark-spam-name
domow.org,2,2,64.182.70.209,2,us,2026-03-06,2026-04-15,TOXIC,pbn-ip-cluster:64.182.70; very-low-authority(AS2)
elistyourbusiness.com,2,2,69.13.50.49,2,us,2026-03-02,2026-08-24,TOXIC,pbn-ip-cluster:69.13.50; very-low-authority(AS2)
findelio.org,2,2,64.182.215.85,2,us,2026-03-01,2026-04-10,TOXIC,pbn-ip-cluster:64.182.215; very-low-authority(AS2)
globleweblist.com,2,3,185.39.136.38,2,se,2026-02-22,2026-04-13,TOXIC,pbn-ip-cluster:185.39.136; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
greatestwebsites.co.uk,2,2,64.182.79.16,2,us,2026-02-26,2026-04-07,TOXIC,pbn-ip-cluster:64.182.79; very-low-authority(AS2)
hitz.co,2,2,69.13.123.106,2,us,2026-02-14,2026-04-16,TOXIC,pbn-ip-cluster:69.13.123; very-low-authority(AS2)
hubbizcenter.com,2,2,64.182.132.53,2,us,2026-03-12,2026-08-29,TOXIC,pbn-ip-cluster:64.182.132; very-low-authority(AS2)
iconbusinesses.com,2,1,69.13.74.9,2,us,2026-08-09,2026-08-25,TOXIC,pbn-ip-cluster:69.13.74; very-low-authority(AS2)
israelmilitaria.blogspot.com,2,60,142.251.167.132,2,us,2026-03-17,2026-09-04,TOXIC,very-low-authority(AS2); weak signal — human QA
linkcentre.co,2,3,64.182.116.51,2,us,2026-02-28,2026-04-09,TOXIC,pbn-ip-cluster:64.182.116; very-low-authority(AS2)
listingdirectori.org,2,2,69.13.119.214,2,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:69.13.119; very-low-authority(AS2); directory/article/bookmark-spam-name
local-leadz.com,2,1,185.196.39.5,2,se,2026-02-24,2026-03-24,TOXIC,pbn-ip-cluster:185.196.39; very-low-authority(AS2); foreign-geo-cluster(se)
localseek.org,2,2,188.114.225.26,2,se,2025-07-17,2026-03-26,TOXIC,pbn-ip-cluster:188.114.225; very-low-authority(AS2); foreign-geo-cluster(se)
mybestsites.net,2,2,64.182.131.17,2,us,2026-03-09,2026-04-19,TOXIC,pbn-ip-cluster:64.182.131; very-low-authority(AS2)
one-company-center.com,2,1,69.13.111.201,2,us,2026-08-28,2026-08-28,TOXIC,pbn-ip-cluster:69.13.111; very-low-authority(AS2)
permanentlisting.net,2,3,64.182.22.199,2,us,2026-03-24,2026-04-13,TOXIC,pbn-ip-cluster:64.182.22; very-low-authority(AS2); directory/article/bookmark-spam-name
poshcoloringstudiostorer.blogspot.com,2,6,142.251.167.132,2,us,2026-05-14,2026-09-04,TOXIC,very-low-authority(AS2); weak signal — human QA
promotionzdirectori.com,2,2,64.182.181.96,2,us,2026-03-07,2026-04-17,TOXIC,pbn-ip-cluster:64.182.181; very-low-authority(AS2); directory/article/bookmark-spam-name
roidirectory.org,2,2,69.13.32.18,2,us,2026-03-17,2026-04-06,TOXIC,pbn-ip-cluster:69.13.32; very-low-authority(AS2); directory/article/bookmark-spam-name
seekurls.org,2,2,64.182.174.123,2,us,2026-03-05,2026-04-14,TOXIC,pbn-ip-cluster:64.182.174; very-low-authority(AS2)
smallbizlistings.com,2,1,69.13.135.100,2,us,2026-08-09,2026-09-02,TOXIC,pbn-ip-cluster:69.13.135; very-low-authority(AS2); directory/article/bookmark-spam-name
sublimedirectori.net,2,3,69.13.81.112,2,us,2026-03-06,2026-04-15,TOXIC,pbn-ip-cluster:69.13.81; very-low-authority(AS2); directory/article/bookmark-spam-name
supermoz.org,2,2,69.13.50.40,2,us,2026-03-11,2026-04-21,TOXIC,pbn-ip-cluster:69.13.50; very-low-authority(AS2)
thebetterbusinesslistings.com,2,2,69.13.68.32,2,us,2026-02-27,2026-08-27,TOXIC,pbn-ip-cluster:69.13.68; very-low-authority(AS2); directory/article/bookmark-spam-name
thelocalfalcon.com,2,2,64.182.136.157,2,us,2026-03-02,2026-08-31,TOXIC,pbn-ip-cluster:64.182.136; very-low-authority(AS2)
topeasylocal.com,2,1,188.114.255.252,2,se,2026-03-03,2026-04-22,TOXIC,pbn-ip-cluster:188.114.255; very-low-authority(AS2); foreign-geo-cluster(se)
trustedonlinebiz.com,2,1,185.196.37.87,2,se,2026-03-18,2026-04-07,TOXIC,pbn-ip-cluster:185.196.37; very-low-authority(AS2); foreign-geo-cluster(se)
veryimportantsites.com,2,2,64.182.236.5,2,us,2026-02-27,2026-04-09,TOXIC,pbn-ip-cluster:64.182.236; very-low-authority(AS2)
webdirectoree.com,2,2,64.182.232.96,2,us,2026-02-24,2026-04-05,TOXIC,pbn-ip-cluster:64.182.232; very-low-authority(AS2); directory/article/bookmark-spam-name
websolute.org,2,2,64.182.48.211,2,us,2025-12-26,2026-04-15,TOXIC,pbn-ip-cluster:64.182.48; very-low-authority(AS2)
wikilyst.com,2,1,94.46.113.14,2,se,2026-03-05,2026-04-13,TOXIC,pbn-ip-cluster:94.46.113; very-low-authority(AS2); foreign-geo-cluster(se)
yellowmarketplaces.com,2,2,64.182.106.99,2,us,2026-03-09,2026-08-27,TOXIC,pbn-ip-cluster:64.182.106; very-low-authority(AS2)
yourpremium.org,2,2,64.182.109.44,2,us,2026-02-26,2026-08-20,TOXIC,pbn-ip-cluster:64.182.109; very-low-authority(AS2)
zoombizz.net,2,1,185.41.89.21,2,se,2026-02-24,2026-04-14,TOXIC,pbn-ip-cluster:185.41.89; very-low-authority(AS2); foreign-geo-cluster(se)
likesite.org,8,3,64.182.251.5,3,us,2026-03-10,2026-04-20,TOXIC,pbn-ip-cluster:64.182.251
multiranks.com,5,1,104.21.91.226,3,,2026-02-13,2026-08-21,TOXIC,very-low-authority(AS5); seo/link-scheme-name
addlocal.co.uk,2,1,64.182.5.1,3,us,2026-03-01,2026-04-11,TOXIC,pbn-ip-cluster:64.182.5; very-low-authority(AS2)
b-listings.com,2,1,69.13.7.244,3,us,2026-08-10,2026-08-26,TOXIC,pbn-ip-cluster:69.13.7; very-low-authority(AS2); directory/article/bookmark-spam-name
bizscopedirectory.com,2,2,69.13.127.9,3,us,2026-02-23,2026-04-21,TOXIC,pbn-ip-cluster:69.13.127; very-low-authority(AS2); directory/article/bookmark-spam-name
brilliantsites.net,2,2,64.182.36.97,3,us,2026-03-15,2026-04-04,TOXIC,pbn-ip-cluster:64.182.36; very-low-authority(AS2)
citylevels.com,2,1,94.46.127.155,3,se,2026-03-10,2026-03-31,TOXIC,pbn-ip-cluster:94.46.127; very-low-authority(AS2); foreign-geo-cluster(se)
deluxeweblinks.com,2,3,64.182.36.96,3,us,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:64.182.36; very-low-authority(AS2); directory/article/bookmark-spam-name
earticles.us,2,1,94.46.249.67,3,se,2026-03-06,2026-04-15,TOXIC,pbn-ip-cluster:94.46.249; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
gettraffik.com,2,2,64.182.76.18,3,us,2026-03-06,2026-04-16,TOXIC,pbn-ip-cluster:64.182.76; very-low-authority(AS2)
hurrahdirectory.com,2,2,64.182.112.97,3,us,2026-02-26,2026-04-08,TOXIC,pbn-ip-cluster:64.182.112; very-low-authority(AS2); directory/article/bookmark-spam-name
kwiklinks.co,2,2,64.182.203.210,3,us,2026-03-05,2026-04-14,TOXIC,pbn-ip-cluster:64.182.203; very-low-authority(AS2)
listurwebsite.com,2,3,64.182.141.8,3,us,2026-02-26,2026-04-07,TOXIC,pbn-ip-cluster:64.182.141; very-low-authority(AS2)
masterwebdirectori.com,2,2,64.182.126.104,3,us,2026-02-27,2026-04-09,TOXIC,pbn-ip-cluster:64.182.126; very-low-authority(AS2); directory/article/bookmark-spam-name
onlinewebzone.com,2,2,64.182.141.9,3,us,2026-02-23,2026-04-04,TOXIC,pbn-ip-cluster:64.182.141; very-low-authority(AS2)
premiumlinx.net,2,2,64.182.180.96,3,us,2026-03-15,2026-04-04,TOXIC,pbn-ip-cluster:64.182.180; very-low-authority(AS2)
seekinformation.org,2,1,69.13.15.145,3,us,2026-03-17,2026-04-06,TOXIC,pbn-ip-cluster:69.13.15; very-low-authority(AS2)
smartlocallisting.com,2,2,64.182.125.59,3,us,2026-02-28,2026-08-27,TOXIC,pbn-ip-cluster:64.182.125; very-low-authority(AS2); directory/article/bookmark-spam-name
topbusinesses.org,2,2,64.182.90.7,3,us,2026-03-01,2026-08-31,TOXIC,pbn-ip-cluster:64.182.90; very-low-authority(AS2)
voteit.biz,2,2,64.182.126.50,3,us,2026-03-02,2026-04-11,TOXIC,pbn-ip-cluster:64.182.126; very-low-authority(AS2)
weboga.com,2,2,64.182.249.81,3,us,2026-02-28,2026-04-09,TOXIC,pbn-ip-cluster:64.182.249; very-low-authority(AS2)
worldsbestsites.biz,2,2,69.13.7.243,3,us,2026-02-27,2026-04-09,TOXIC,pbn-ip-cluster:69.13.7; very-low-authority(AS2)
tempest-ash.online,0,2,104.21.91.165,3,,2026-08-23,2026-09-01,TOXIC,very-low-authority(AS0); spam-tld(.online); weak signal — human QA
a2zweblinx.com,2,2,64.182.3.13,4,us,2026-03-04,2026-04-14,TOXIC,pbn-ip-cluster:64.182.3; very-low-authority(AS2); directory/article/bookmark-spam-name
echoz.pages.dev,2,2,172.66.47.143,4,,2026-03-08,2026-08-25,TOXIC,very-low-authority(AS2); weak signal — human QA
thecloudherald.com,2,7,172.66.47.22,4,,2026-02-21,2026-08-30,TOXIC,very-low-authority(AS2); weak signal — human QA
backlinkstree.com,2,5,118.139.161.199,5,sg,2026-07-12,2026-09-02,TOXIC,pbn-ip-cluster:118.139.161; very-low-authority(AS2); seo/link-scheme-name; foreign-geo-cluster(sg)
list.show,4,2,118.139.178.237,7,sg,2026-03-03,2026-08-31,TOXIC,pbn-ip-cluster:118.139.178; very-low-authority(AS4); foreign-geo-cluster(sg)
domains.com.bz,4,4,184.168.115.60,8,sg,2026-07-16,2026-08-25,TOXIC,pbn-ip-cluster:184.168.115; very-low-authority(AS4); spam-tld(.bz); foreign-geo-cluster(sg)
pudhe.com,2,13,184.168.115.60,8,sg,2026-03-11,2026-08-23,TOXIC,pbn-ip-cluster:184.168.115; very-low-authority(AS2); foreign-geo-cluster(sg)
websitesea.com,2,3,118.139.176.46,9,sg,2026-01-03,2026-04-26,TOXIC,pbn-ip-cluster:118.139.176; very-low-authority(AS2); foreign-geo-cluster(sg)
anchorurl.cloud,6,2,195.20.19.178,19,md,2026-05-07,2026-08-02,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); foreign-geo-cluster(md)
drjack.world,6,7,195.20.19.178,19,md,2026-05-04,2026-09-01,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); spam-tld(.world); foreign-geo-cluster(md)
websites.freemyip.com,5,4,195.20.19.178,19,md,2026-02-19,2026-08-10,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS5); foreign-geo-cluster(md)
globalseoarticles.com,5,1,159.198.75.134,25,us,2026-03-01,2026-06-17,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name; directory/article/bookmark-spam-name
prolinksdirectory.com,5,1,159.198.75.134,25,us,2026-02-14,2026-06-05,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); directory/article/bookmark-spam-name
websitesnewses.com,5,1,159.198.75.134,25,us,2026-03-07,2026-06-02,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5)
1000.co.in,2,4,118.139.181.85,35,sg,2026-03-28,2026-09-02,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
getonline.co.in,2,4,118.139.181.85,35,sg,2026-05-15,2026-08-19,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
preparation.co.in,2,2,118.139.181.85,35,sg,2026-03-17,2026-08-20,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
topleveldomains.space,2,7,118.139.181.85,35,sg,2026-02-08,2026-04-30,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.space); foreign-geo-cluster(sg)
webworthchecker.cv,2,4,118.139.181.85,35,sg,2026-04-22,2026-09-02,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.cv); foreign-geo-cluster(sg)
