domain,ascore,backlinks,ip,ip_shared_count,country,first_seen,last_seen,current_verdict,reasons
puredirectorylistings.com,2,1,185.39.137.119,2,se,2026-03-11,2026-03-31,TOXIC,pbn-ip-cluster:185.39.137; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
royalwebdirectory.net,2,3,64.182.188.32,2,us,2026-03-04,2026-04-13,TOXIC,pbn-ip-cluster:64.182.188; very-low-authority(AS2); directory/article/bookmark-spam-name
seekzap.net,2,2,64.182.175.97,2,us,2026-02-28,2026-04-07,TOXIC,pbn-ip-cluster:64.182.175; very-low-authority(AS2)
snapsearch.org,2,2,69.13.89.9,2,us,2026-02-28,2026-09-04,TOXIC,pbn-ip-cluster:69.13.89; very-low-authority(AS2)
submitarticle.us,2,1,69.13.72.217,2,us,2026-03-03,2026-04-13,TOXIC,pbn-ip-cluster:69.13.72; very-low-authority(AS2); directory/article/bookmark-spam-name
swiftbusinesslistings.com,2,2,64.182.77.60,2,us,2026-02-26,2026-08-25,TOXIC,pbn-ip-cluster:64.182.77; very-low-authority(AS2); directory/article/bookmark-spam-name
thebusinessrater.com,2,1,69.13.232.182,2,us,2026-08-12,2026-08-29,TOXIC,pbn-ip-cluster:69.13.232; very-low-authority(AS2)
thelocalstockinc.com,2,1,94.46.43.15,2,se,2026-03-04,2026-04-13,TOXIC,pbn-ip-cluster:94.46.43; very-low-authority(AS2); foreign-geo-cluster(se)
tophref.com,2,2,64.182.94.89,2,us,2026-03-18,2026-09-02,TOXIC,pbn-ip-cluster:64.182.94; very-low-authority(AS2)
ultimatelistpro.com,2,1,64.182.147.99,2,us,2026-08-11,2026-08-27,TOXIC,pbn-ip-cluster:64.182.147; very-low-authority(AS2)
veryimportantsites.net,2,2,64.182.134.16,2,us,2026-03-15,2026-04-05,TOXIC,pbn-ip-cluster:64.182.134; very-low-authority(AS2)
webeverest.co,2,2,64.182.236.4,2,us,2026-03-05,2026-04-15,TOXIC,pbn-ip-cluster:64.182.236; very-low-authority(AS2)
websorted.net,2,2,64.182.56.90,2,us,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:64.182.56; very-low-authority(AS2)
wintraffic.org,2,2,69.13.2.81,2,us,2026-03-01,2026-04-11,TOXIC,pbn-ip-cluster:69.13.2; very-low-authority(AS2)
yeswecanlinks.com,2,3,69.13.3.19,2,us,2026-03-12,2026-04-22,TOXIC,pbn-ip-cluster:69.13.3; very-low-authority(AS2)
zelpstar.com,2,1,64.182.110.54,2,us,2026-08-10,2026-08-27,TOXIC,pbn-ip-cluster:64.182.110; very-low-authority(AS2)
zoomlistweb.com,2,1,64.182.116.60,2,us,2026-08-10,2026-08-28,TOXIC,pbn-ip-cluster:64.182.116; very-low-authority(AS2)
activepages.org,6,2,69.13.21.237,3,us,2026-03-01,2026-08-28,TOXIC,pbn-ip-cluster:69.13.21; very-low-authority(AS6)
rankdirectorysite.com,5,1,104.21.9.94,3,,2026-02-28,2026-09-04,TOXIC,very-low-authority(AS5); directory/article/bookmark-spam-name
all-find-local.com,2,1,188.114.244.27,3,se,2026-03-15,2026-04-22,TOXIC,pbn-ip-cluster:188.114.244; very-low-authority(AS2); foreign-geo-cluster(se)
bestarticlessite.com,2,2,188.114.244.43,3,se,2026-02-15,2026-04-06,TOXIC,pbn-ip-cluster:188.114.244; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
bizzopedia.com,2,2,69.13.6.91,3,us,2026-02-27,2026-08-19,TOXIC,pbn-ip-cluster:69.13.6; very-low-authority(AS2)
buddylinks.org,2,2,64.182.38.49,3,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:64.182.38; very-low-authority(AS2)
clixaa.com,2,3,64.182.30.11,3,us,2026-02-13,2026-04-15,TOXIC,pbn-ip-cluster:64.182.30; very-low-authority(AS2)
directori.org.uk,2,1,64.182.38.48,3,us,2026-02-22,2026-04-03,TOXIC,pbn-ip-cluster:64.182.38; very-low-authority(AS2); directory/article/bookmark-spam-name
ebizdirectory.co,2,2,69.13.6.195,3,us,2026-03-08,2026-04-18,TOXIC,pbn-ip-cluster:69.13.6; very-low-authority(AS2); directory/article/bookmark-spam-name
go1800business.com,2,2,64.182.140.66,3,us,2026-02-28,2026-08-22,TOXIC,pbn-ip-cluster:64.182.140; very-low-authority(AS2)
idealbiz.net,2,2,64.182.114.54,3,us,2026-03-16,2026-04-05,TOXIC,pbn-ip-cluster:64.182.114; very-low-authority(AS2)
libyanatravel.com,2,4,104.21.70.241,3,,2026-08-27,2026-08-28,TOXIC,very-low-authority(AS2); weak signal — human QA
listurwebsites.com,2,2,64.182.140.69,3,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:64.182.140; very-low-authority(AS2)
masterwebdirectory.net,2,2,64.182.125.50,3,us,2026-03-07,2026-04-16,TOXIC,pbn-ip-cluster:64.182.125; very-low-authority(AS2); directory/article/bookmark-spam-name
organizedlistings.com,2,2,64.182.124.57,3,us,2026-03-01,2026-08-15,TOXIC,pbn-ip-cluster:64.182.124; very-low-authority(AS2); directory/article/bookmark-spam-name
primedirectory.biz,2,2,69.13.126.100,3,us,2026-03-16,2026-04-05,TOXIC,pbn-ip-cluster:69.13.126; very-low-authority(AS2); directory/article/bookmark-spam-name
seoplex.biz,2,2,64.182.43.113,3,us,2026-03-08,2026-04-17,TOXIC,pbn-ip-cluster:64.182.43; very-low-authority(AS2); seo/link-scheme-name
sociablediary.com,2,2,64.182.203.1,3,us,2026-03-14,2026-04-04,TOXIC,pbn-ip-cluster:64.182.203; very-low-authority(AS2)
toplistedgroup.com,2,2,64.182.145.26,3,us,2026-03-01,2026-09-01,TOXIC,pbn-ip-cluster:64.182.145; very-low-authority(AS2)
web247listings.com,2,1,64.182.146.190,3,us,2026-08-27,2026-08-27,TOXIC,pbn-ip-cluster:64.182.146; very-low-authority(AS2); directory/article/bookmark-spam-name
webpowerlinks.net,2,2,64.182.250.97,3,us,2026-02-27,2026-04-09,TOXIC,pbn-ip-cluster:64.182.250; very-low-authority(AS2)
worldsbestsitez.net,2,2,69.13.6.90,3,us,2026-02-28,2026-04-10,TOXIC,pbn-ip-cluster:69.13.6; very-low-authority(AS2)
sportmediaset.co,11,1,172.67.192.199,4,,2026-02-27,2026-08-28,TOXIC,no strong signal — human QA
aceoftheweb.co,2,2,64.182.3.24,4,us,2026-03-01,2026-04-10,TOXIC,pbn-ip-cluster:64.182.3; very-low-authority(AS2)
favemarks.net,2,1,15.204.130.142,4,us,2026-02-16,2026-07-07,TOXIC,pbn-ip-cluster:15.204.130; very-low-authority(AS2)
urban-listings.com,2,1,64.182.101.164,4,us,2026-08-10,2026-08-26,TOXIC,pbn-ip-cluster:64.182.101; very-low-authority(AS2); directory/article/bookmark-spam-name
global-rank.pages.dev,4,2,172.66.44.155,6,,2026-03-13,2026-03-29,TOXIC,very-low-authority(AS4); weak signal — human QA
getwebsiteworth.com,3,19,118.139.178.110,7,sg,2026-02-15,2026-08-27,TOXIC,pbn-ip-cluster:118.139.178; very-low-authority(AS3); foreign-geo-cluster(sg)
allwebsitesdirectory.com,2,18,184.168.115.60,8,sg,2026-02-27,2026-08-31,TOXIC,pbn-ip-cluster:184.168.115; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(sg)
alljobs.info,2,14,118.139.176.46,9,sg,2026-02-24,2026-09-04,TOXIC,pbn-ip-cluster:118.139.176; very-low-authority(AS2); foreign-geo-cluster(sg)
wonvision.com,2,14,118.139.176.46,9,sg,2026-03-04,2026-08-31,TOXIC,pbn-ip-cluster:118.139.176; very-low-authority(AS2); foreign-geo-cluster(sg)
backlinks-checker.com,6,2,195.20.19.178,19,md,2026-04-27,2026-08-27,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); seo/link-scheme-name; foreign-geo-cluster(md)
jake.eu,6,5,195.20.19.178,19,md,2026-02-14,2026-08-31,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); foreign-geo-cluster(md)
99ranks.com,5,1,159.198.75.134,25,us,2026-03-07,2026-06-07,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name
globalseodirectory.com,5,1,159.198.75.134,25,us,2026-03-02,2026-06-02,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name; directory/article/bookmark-spam-name
proseoarticles.com,5,1,159.198.75.134,25,us,2026-03-03,2026-06-05,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name; directory/article/bookmark-spam-name
99w.im,4,1,159.198.75.134,25,us,2026-02-18,2026-06-19,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS4); seo/link-scheme-name; spam-tld(.im)
alltopleveldomains.space,2,4,118.139.181.85,35,sg,2026-02-07,2026-04-30,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.space); foreign-geo-cluster(sg)
hebagh.cv,2,2,118.139.181.85,35,sg,2026-05-22,2026-06-25,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.cv); foreign-geo-cluster(sg)
procycling.org,2,5,118.139.181.85,35,sg,2026-03-14,2026-08-24,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
tyre.pro,2,5,118.139.181.85,35,sg,2026-04-15,2026-08-23,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.pro); foreign-geo-cluster(sg)
yesdomains.space,2,3,118.139.181.85,35,sg,2026-02-07,2026-04-30,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.space); foreign-geo-cluster(sg)
