domain,ascore,backlinks,ip,ip_shared_count,country,first_seen,last_seen,current_verdict,reasons
superlistings.org,2,1,188.114.253.53,1,se,2025-12-21,2026-04-23,TOXIC,pbn-ip-cluster:188.114.253; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
theinfosynth.com,2,1,64.182.83.52,1,us,2026-08-09,2026-08-25,TOXIC,pbn-ip-cluster:64.182.83; very-low-authority(AS2)
top-businesses.com,2,3,64.182.87.62,1,us,2026-03-01,2026-09-04,TOXIC,pbn-ip-cluster:64.182.87; very-low-authority(AS2)
total-web-directory.com,2,1,64.182.213.65,1,us,2026-03-03,2026-04-13,TOXIC,pbn-ip-cluster:64.182.213; very-low-authority(AS2); directory/article/bookmark-spam-name
ultimatelistzone.com,2,2,167.114.32.229,1,us,2026-03-01,2026-04-15,TOXIC,very-low-authority(AS2); weak signal — human QA
webdiamonds.us,2,3,64.182.243.9,1,us,2026-03-16,2026-04-05,TOXIC,pbn-ip-cluster:64.182.243; very-low-authority(AS2)
websearchquest.com,2,2,64.182.53.103,1,us,2026-03-02,2026-04-21,TOXIC,pbn-ip-cluster:64.182.53; very-low-authority(AS2)
yourarticlehub.com,2,2,69.13.143.208,1,us,2026-03-04,2026-04-14,TOXIC,pbn-ip-cluster:69.13.143; very-low-authority(AS2); directory/article/bookmark-spam-name
designedbyai.io,18,1,104.21.34.193,2,,2026-03-05,2026-08-18,TOXIC,no strong signal — human QA
websnoop.org,7,3,69.13.111.202,2,us,2026-03-01,2026-04-10,TOXIC,pbn-ip-cluster:69.13.111
directorycell.com,5,1,172.67.168.146,2,,2026-03-01,2026-08-15,TOXIC,very-low-authority(AS5); directory/article/bookmark-spam-name
robuta.com,5,5,162.159.140.164,2,us,2026-05-06,2026-05-11,TOXIC,very-low-authority(AS5); weak signal — human QA
knows.monster,4,15,172.67.214.69,2,,2026-02-18,2026-08-25,TOXIC,very-low-authority(AS4); spam-tld(.monster); weak signal — human QA
10googol.org,2,2,64.182.81.9,2,us,2026-03-13,2026-04-22,TOXIC,pbn-ip-cluster:64.182.81; very-low-authority(AS2)
acedirectorylistings.com,2,1,185.41.89.118,2,se,2026-03-03,2026-04-09,TOXIC,pbn-ip-cluster:185.41.89; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
articles-center.com,2,4,69.13.116.59,2,us,2026-02-18,2026-04-17,TOXIC,pbn-ip-cluster:69.13.116; very-low-authority(AS2); directory/article/bookmark-spam-name
backlinklab.pro,2,1,172.67.213.162,2,,2026-03-10,2026-03-10,TOXIC,very-low-authority(AS2); seo/link-scheme-name; spam-tld(.pro)
bestlistingz.org,2,1,94.46.124.23,2,se,2026-03-22,2026-04-11,TOXIC,pbn-ip-cluster:94.46.124; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
biigo.org,2,2,69.13.76.47,2,us,2026-02-23,2026-04-05,TOXIC,pbn-ip-cluster:69.13.76; very-low-authority(AS2)
blahoo.org,2,3,64.182.20.8,2,us,2026-02-27,2026-04-08,TOXIC,pbn-ip-cluster:64.182.20; very-low-authority(AS2)
brilliantweb.org,2,1,69.13.175.162,2,us,2026-08-23,2026-08-31,TOXIC,pbn-ip-cluster:69.13.175; very-low-authority(AS2)
businesswebdirectori.com,2,2,69.13.23.229,2,us,2026-02-24,2026-04-05,TOXIC,pbn-ip-cluster:69.13.23; very-low-authority(AS2); directory/article/bookmark-spam-name
clickdir.net,2,2,69.13.20.64,2,us,2026-02-26,2026-08-26,TOXIC,pbn-ip-cluster:69.13.20; very-low-authority(AS2)
customwebdirectory.com,2,2,69.13.73.56,2,us,2026-02-12,2026-04-13,TOXIC,pbn-ip-cluster:69.13.73; very-low-authority(AS2); directory/article/bookmark-spam-name
directory24x7.org,2,2,64.182.24.166,2,us,2026-03-06,2026-04-15,TOXIC,pbn-ip-cluster:64.182.24; very-low-authority(AS2); directory/article/bookmark-spam-name
directorymania.net,2,2,69.13.34.40,2,us,2026-03-07,2026-08-27,TOXIC,pbn-ip-cluster:69.13.34; very-low-authority(AS2); directory/article/bookmark-spam-name
earticlessite.com,2,2,64.182.49.57,2,us,2026-02-19,2026-04-11,TOXIC,pbn-ip-cluster:64.182.49; very-low-authority(AS2); directory/article/bookmark-spam-name
eurekadir.com,2,2,64.182.55.106,2,us,2026-03-10,2026-04-20,TOXIC,pbn-ip-cluster:64.182.55; very-low-authority(AS2)
fixhubs.net,2,1,172.67.139.28,2,,2026-07-14,2026-09-04,TOXIC,very-low-authority(AS2); weak signal — human QA
gosites.biz,2,1,69.13.177.86,2,us,2026-03-07,2026-04-16,TOXIC,pbn-ip-cluster:69.13.177; very-low-authority(AS2)
greatlistingz.com,2,2,64.182.80.97,2,us,2026-03-03,2026-04-13,TOXIC,pbn-ip-cluster:64.182.80; very-low-authority(AS2); directory/article/bookmark-spam-name
hotlistingz.com,2,2,64.182.94.17,2,us,2026-03-18,2026-04-07,TOXIC,pbn-ip-cluster:64.182.94; very-low-authority(AS2); directory/article/bookmark-spam-name
hubofarticles.com,2,2,94.46.254.42,2,se,2026-02-16,2026-03-28,TOXIC,pbn-ip-cluster:94.46.254; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
imeebo.net,2,2,64.182.105.48,2,us,2026-03-01,2026-04-11,TOXIC,pbn-ip-cluster:64.182.105; very-low-authority(AS2)
koolbiz.us,2,1,69.13.80.70,2,us,2026-03-06,2026-04-03,TOXIC,pbn-ip-cluster:69.13.80; very-low-authority(AS2)
linkopedia.biz,2,2,64.182.74.22,2,us,2026-02-27,2026-04-08,TOXIC,pbn-ip-cluster:64.182.74; very-low-authority(AS2)
listingshub.org,2,1,94.46.121.74,2,se,2026-02-15,2026-04-13,TOXIC,pbn-ip-cluster:94.46.121; very-low-authority(AS2); directory/article/bookmark-spam-name; foreign-geo-cluster(se)
localedgepro.com,2,1,188.114.225.33,2,se,2026-03-15,2026-04-13,TOXIC,pbn-ip-cluster:188.114.225; very-low-authority(AS2); foreign-geo-cluster(se)
magzine.org,2,1,64.182.119.16,2,us,2026-03-10,2026-08-19,TOXIC,pbn-ip-cluster:64.182.119; very-low-authority(AS2)
mysmallbiz.net,2,2,64.182.150.216,2,us,2026-02-14,2026-04-17,TOXIC,pbn-ip-cluster:64.182.150; very-low-authority(AS2)
onlineshoppingidea.com,2,8,104.21.20.72,2,,2026-08-28,2026-09-01,TOXIC,very-low-authority(AS2); weak signal — human QA
pierlistclub.com,2,1,188.114.243.8,2,se,2025-12-21,2026-04-17,TOXIC,pbn-ip-cluster:188.114.243; very-low-authority(AS2); foreign-geo-cluster(se)
premiumfaves.com,2,2,64.182.147.97,2,us,2026-02-12,2026-04-14,TOXIC,pbn-ip-cluster:64.182.147; very-low-authority(AS2)
radiantdir.com,2,1,69.13.123.50,2,us,2026-08-11,2026-08-27,TOXIC,pbn-ip-cluster:69.13.123; very-low-authority(AS2)
safewebsitez.com,2,2,69.13.120.130,2,us,2026-02-25,2026-04-07,TOXIC,pbn-ip-cluster:69.13.120; very-low-authority(AS2)
seoboost.biz,2,2,64.182.26.222,2,us,2026-02-25,2026-04-06,TOXIC,pbn-ip-cluster:64.182.26; very-low-authority(AS2); seo/link-scheme-name
socialdirectionz.com,2,2,64.182.104.81,2,us,2026-03-07,2026-04-17,TOXIC,pbn-ip-cluster:64.182.104; very-low-authority(AS2)
submitarticlestoday.net,2,1,69.13.117.112,2,us,2026-03-13,2026-04-02,TOXIC,pbn-ip-cluster:69.13.117; very-low-authority(AS2); directory/article/bookmark-spam-name
tacklocal.info,2,2,64.182.78.1,2,us,2026-02-26,2026-08-17,TOXIC,pbn-ip-cluster:64.182.78; very-low-authority(AS2)
thedirectopia.com,2,2,64.182.80.98,2,us,2026-02-27,2026-09-03,TOXIC,pbn-ip-cluster:64.182.80; very-low-authority(AS2)
thetopbizclub.com,2,2,64.182.127.96,2,us,2026-02-27,2026-08-30,TOXIC,pbn-ip-cluster:64.182.127; very-low-authority(AS2)
topincitylocal.com,2,2,69.13.179.198,2,us,2026-03-06,2026-08-28,TOXIC,pbn-ip-cluster:69.13.179; very-low-authority(AS2)
ultimatesites.info,2,2,64.182.99.18,2,us,2026-03-01,2026-08-27,TOXIC,pbn-ip-cluster:64.182.99; very-low-authority(AS2)
vibrantbiz.org,2,2,64.182.232.97,2,us,2026-03-18,2026-04-07,TOXIC,pbn-ip-cluster:64.182.232; very-low-authority(AS2)
webiraa.com,2,2,69.13.11.111,2,us,2026-03-13,2026-04-02,TOXIC,pbn-ip-cluster:69.13.11; very-low-authority(AS2)
webworldindex.org,2,2,64.182.253.24,2,us,2026-02-26,2026-04-08,TOXIC,pbn-ip-cluster:64.182.253; very-low-authority(AS2)
wiredsites.org,2,3,69.13.70.203,2,us,2025-07-17,2026-04-22,TOXIC,pbn-ip-cluster:69.13.70; very-low-authority(AS2)
yourbizlistings.com,2,4,172.67.180.249,2,,2026-03-26,2026-05-28,TOXIC,very-low-authority(AS2); directory/article/bookmark-spam-name
zenlinks.net,2,2,69.13.74.103,2,us,2026-03-03,2026-04-13,TOXIC,pbn-ip-cluster:69.13.74; very-low-authority(AS2)
zynatee.com,2,1,64.182.93.54,2,us,2026-08-11,2026-08-28,TOXIC,pbn-ip-cluster:64.182.93; very-low-authority(AS2)
popularask.net,6,1,104.21.23.20,3,,2026-03-08,2026-08-04,TOXIC,very-low-authority(AS6); weak signal — human QA
booksreadr.org,4,10,92.249.46.138,3,in,2026-03-10,2026-06-05,TOXIC,very-low-authority(AS4); foreign-geo-cluster(in); weak signal — human QA
amazingbizlistings.com,2,2,64.182.246.19,3,us,2026-03-10,2026-08-19,TOXIC,pbn-ip-cluster:64.182.246; very-low-authority(AS2); directory/article/bookmark-spam-name
bizaloo.net,2,2,69.13.127.26,3,us,2026-03-14,2026-04-03,TOXIC,pbn-ip-cluster:69.13.127; very-low-authority(AS2)
blimey.us,2,3,64.182.246.17,3,us,2026-02-26,2026-04-07,TOXIC,pbn-ip-cluster:64.182.246; very-low-authority(AS2)
businessbook.info,2,1,188.114.244.5,3,se,2025-12-28,2026-04-14,TOXIC,pbn-ip-cluster:188.114.244; very-low-authority(AS2); foreign-geo-cluster(se)
clubexclusivegroup.com,2,1,69.13.21.216,3,us,2026-08-24,2026-09-02,TOXIC,pbn-ip-cluster:69.13.21; very-low-authority(AS2)
directorial.org,2,2,64.182.45.8,3,us,2026-02-14,2026-04-16,TOXIC,pbn-ip-cluster:64.182.45; very-low-authority(AS2); directory/article/bookmark-spam-name
editorspick.biz,2,2,69.13.15.70,3,us,2026-03-05,2026-04-14,TOXIC,pbn-ip-cluster:69.13.15; very-low-authority(AS2)
gotolinks.net,2,3,64.182.76.17,3,us,2026-03-08,2026-04-18,TOXIC,pbn-ip-cluster:64.182.76; very-low-authority(AS2)
incrawler.org,2,3,64.182.96.16,3,us,2026-03-02,2026-04-11,TOXIC,pbn-ip-cluster:64.182.96; very-low-authority(AS2)
linkedintoweb.com,2,3,64.182.135.16,3,us,2026-03-13,2026-04-22,TOXIC,pbn-ip-cluster:64.182.135; very-low-authority(AS2)
localbizbureau.com,2,1,94.46.127.11,3,se,2026-03-02,2026-04-20,TOXIC,pbn-ip-cluster:94.46.127; very-low-authority(AS2); foreign-geo-cluster(se)
morelinks.org,2,3,64.182.145.24,3,us,2026-03-18,2026-04-07,TOXIC,pbn-ip-cluster:64.182.145; very-low-authority(AS2)
plrdownloadshub.com,2,4,172.67.166.90,3,,2026-08-24,2026-08-25,TOXIC,very-low-authority(AS2); weak signal — human QA
quotesblom.com,2,3,104.21.14.53,3,,2026-09-04,2026-09-04,TOXIC,very-low-authority(AS2); weak signal — human QA
seoranks.co,2,2,64.182.178.210,3,us,2026-03-09,2026-04-19,TOXIC,pbn-ip-cluster:64.182.178; very-low-authority(AS2); seo/link-scheme-name
sporstcenter.com,2,3,92.249.46.138,3,in,2026-05-21,2026-05-28,TOXIC,very-low-authority(AS2); foreign-geo-cluster(in); weak signal — human QA
topmillionsites.net,2,1,64.182.250.131,3,us,2026-03-07,2026-04-17,TOXIC,pbn-ip-cluster:64.182.250; very-low-authority(AS2)
webadore.net,2,3,69.13.4.76,3,us,2026-02-24,2026-04-05,TOXIC,pbn-ip-cluster:69.13.4; very-low-authority(AS2)
webpulso.net,2,2,64.182.251.14,3,us,2026-02-28,2026-04-18,TOXIC,pbn-ip-cluster:64.182.251; very-low-authority(AS2)
yellowpagelistingz.com,2,2,64.182.242.96,3,us,2026-03-01,2026-04-10,TOXIC,pbn-ip-cluster:64.182.242; very-low-authority(AS2); directory/article/bookmark-spam-name
unanswered.io,5,6,104.21.73.181,4,,2026-03-01,2026-09-04,TOXIC,very-low-authority(AS5); weak signal — human QA
adamsdirectory.com,2,2,64.182.3.11,4,us,2026-03-05,2026-04-22,TOXIC,pbn-ip-cluster:64.182.3; very-low-authority(AS2); directory/article/bookmark-spam-name
joeant.biz,2,2,64.182.101.16,4,us,2026-02-13,2026-04-15,TOXIC,pbn-ip-cluster:64.182.101; very-low-authority(AS2)
webmash.org,2,2,64.182.101.222,4,us,2026-02-25,2026-04-20,TOXIC,pbn-ip-cluster:64.182.101; very-low-authority(AS2)
global-ranks.pages.dev,4,1,172.66.44.110,6,,2026-08-31,2026-08-31,TOXIC,very-low-authority(AS4); weak signal — human QA
way2check.cv,3,14,118.139.178.200,7,sg,2026-02-17,2026-09-03,TOXIC,pbn-ip-cluster:118.139.178; very-low-authority(AS3); spam-tld(.cv); foreign-geo-cluster(sg)
bestwebstats.com,2,20,184.168.115.60,8,sg,2026-02-28,2026-08-30,TOXIC,pbn-ip-cluster:184.168.115; very-low-authority(AS2); foreign-geo-cluster(sg)
indexaward.com,2,12,118.139.176.46,9,sg,2026-04-06,2026-09-03,TOXIC,pbn-ip-cluster:118.139.176; very-low-authority(AS2); foreign-geo-cluster(sg)
ycm.info,2,14,118.139.176.46,9,sg,2026-02-26,2026-09-01,TOXIC,pbn-ip-cluster:118.139.176; very-low-authority(AS2); foreign-geo-cluster(sg)
blogsphere.top,6,3,195.20.19.178,19,md,2026-06-01,2026-08-31,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); spam-tld(.top); foreign-geo-cluster(md)
optimizeflow.top,6,4,195.20.19.178,19,md,2026-06-04,2026-08-30,TOXIC,pbn-ip-cluster:195.20.19; very-low-authority(AS6); spam-tld(.top); foreign-geo-cluster(md)
a2zseoarticles.com,5,1,159.198.75.134,25,us,2026-03-04,2026-06-01,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name; directory/article/bookmark-spam-name
hostseolinks.com,5,1,159.198.75.134,25,us,2026-03-06,2026-06-04,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name
proseolinksdirectory.com,5,1,159.198.75.134,25,us,2026-03-02,2026-06-15,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS5); seo/link-scheme-name; directory/article/bookmark-spam-name
globalproseo.com,4,1,159.198.75.134,25,us,2026-02-16,2026-06-08,TOXIC,pbn-ip-cluster:159.198.75; very-low-authority(AS4); seo/link-scheme-name
carplz.com,2,1,118.139.181.85,35,sg,2026-02-09,2026-07-17,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
homefinance.co.in,2,5,118.139.181.85,35,sg,2026-02-07,2026-09-02,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
queries.co.in,2,5,118.139.181.85,35,sg,2026-02-07,2026-04-28,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
tyres.pro,2,5,118.139.181.85,35,sg,2026-03-17,2026-09-02,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); spam-tld(.pro); foreign-geo-cluster(sg)
youtoo.in,2,5,118.139.181.85,35,sg,2026-03-27,2026-09-03,TOXIC,pbn-ip-cluster:118.139.181; very-low-authority(AS2); foreign-geo-cluster(sg)
